city,area_type,time_slot,traffic_level,avg_delay_minutes,risk_weight
Kolkata,URBAN,AFTERNOON,HIGH,30,0.4
Pune,OLD_CITY,EVENING,MEDIUM,30,0.58
Kolkata,URBAN,EVENING,HIGH,12,0.89
Mumbai,URBAN,EVENING,HIGH,87,0.7
Delhi,URBAN,AFTERNOON,LOW,25,0.96
Hyderabad,OLD_CITY,EVENING,LOW,20,0.73
Bengaluru,OLD_CITY,EVENING,MEDIUM,41,0.74
Delhi,OLD_CITY,MORNING,LOW,11,0.14
Chennai,OLD_CITY,AFTERNOON,MEDIUM,68,0.28
Bengaluru,OLD_CITY,MORNING,MEDIUM,22,0.24
Bengaluru,URBAN,AFTERNOON,LOW,86,0.2
Mumbai,URBAN,MORNING,HIGH,28,0.56
Bengaluru,URBAN,AFTERNOON,HIGH,35,0.99
Kolkata,OLD_CITY,MORNING,LOW,51,0.62
Bengaluru,OLD_CITY,EVENING,HIGH,35,0.32
Hyderabad,OLD_CITY,MORNING,MEDIUM,21,0.88
Chennai,URBAN,MORNING,HIGH,59,0.18
Chennai,URBAN,EVENING,HIGH,32,0.4
Hyderabad,OLD_CITY,AFTERNOON,HIGH,17,0.88
Kolkata,URBAN,AFTERNOON,HIGH,85,0.65
Bengaluru,OLD_CITY,MORNING,MEDIUM,67,0.18
Chennai,URBAN,AFTERNOON,LOW,26,0.77
Hyderabad,OLD_CITY,MORNING,MEDIUM,53,0.19
Chennai,OLD_CITY,AFTERNOON,MEDIUM,71,0.43
Delhi,OLD_CITY,AFTERNOON,MEDIUM,82,0.69
Chennai,URBAN,EVENING,HIGH,18,0.31
Bengaluru,OLD_CITY,AFTERNOON,HIGH,0,0.43
Bengaluru,URBAN,MORNING,HIGH,1,0.77
Kolkata,URBAN,EVENING,LOW,46,0.31
Kolkata,OLD_CITY,MORNING,MEDIUM,77,0.96
Hyderabad,URBAN,EVENING,MEDIUM,77,0.32
Mumbai,URBAN,EVENING,MEDIUM,31,0.74
Delhi,URBAN,AFTERNOON,MEDIUM,17,0.83
Kolkata,URBAN,MORNING,LOW,17,0.45
Delhi,OLD_CITY,AFTERNOON,MEDIUM,38,0.31
Bengaluru,OLD_CITY,AFTERNOON,HIGH,30,0.36
Pune,URBAN,MORNING,MEDIUM,51,0.98
Kolkata,OLD_CITY,AFTERNOON,LOW,47,0.78
Kolkata,URBAN,AFTERNOON,LOW,35,0.86
Bengaluru,OLD_CITY,EVENING,LOW,1,0.51
Bengaluru,URBAN,MORNING,MEDIUM,76,0.3
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,89,0.49
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,12,0.14
Mumbai,URBAN,EVENING,HIGH,13,0.24
Chennai,URBAN,AFTERNOON,HIGH,7,0.38
Delhi,URBAN,AFTERNOON,HIGH,19,0.66
Hyderabad,OLD_CITY,AFTERNOON,HIGH,69,0.36
Hyderabad,OLD_CITY,MORNING,MEDIUM,52,0.67
Pune,URBAN,EVENING,MEDIUM,8,0.97
Hyderabad,OLD_CITY,EVENING,MEDIUM,27,0.84
Bengaluru,URBAN,AFTERNOON,HIGH,31,0.58
Mumbai,OLD_CITY,AFTERNOON,LOW,65,0.54
Delhi,URBAN,MORNING,MEDIUM,3,0.48
Mumbai,URBAN,MORNING,LOW,81,0.12
Bengaluru,OLD_CITY,EVENING,LOW,1,0.21
Bengaluru,OLD_CITY,EVENING,HIGH,29,0.62
Pune,URBAN,EVENING,MEDIUM,73,0.4
Kolkata,URBAN,EVENING,MEDIUM,74,0.93
Bengaluru,URBAN,EVENING,MEDIUM,65,0.83
Chennai,URBAN,MORNING,HIGH,6,0.94
Chennai,OLD_CITY,AFTERNOON,LOW,81,0.36
Delhi,URBAN,EVENING,MEDIUM,31,0.37
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,43,0.21
Hyderabad,URBAN,AFTERNOON,LOW,37,0.57
Pune,OLD_CITY,MORNING,MEDIUM,66,0.11
Hyderabad,OLD_CITY,MORNING,LOW,11,0.35
Mumbai,URBAN,AFTERNOON,LOW,29,0.24
Delhi,OLD_CITY,MORNING,HIGH,76,0.52
Delhi,URBAN,AFTERNOON,HIGH,59,0.79
Hyderabad,OLD_CITY,EVENING,LOW,7,0.28
Kolkata,OLD_CITY,AFTERNOON,LOW,50,0.65
Kolkata,URBAN,EVENING,HIGH,66,0.4
Mumbai,URBAN,MORNING,LOW,32,0.72
Kolkata,URBAN,AFTERNOON,MEDIUM,60,0.57
Chennai,OLD_CITY,AFTERNOON,MEDIUM,30,0.92
Mumbai,URBAN,AFTERNOON,LOW,49,0.89
Hyderabad,OLD_CITY,EVENING,HIGH,38,0.87
Pune,URBAN,AFTERNOON,MEDIUM,58,0.72
Hyderabad,OLD_CITY,AFTERNOON,LOW,83,0.82
Bengaluru,URBAN,EVENING,MEDIUM,23,0.29
Delhi,OLD_CITY,MORNING,MEDIUM,44,0.45
Pune,OLD_CITY,MORNING,MEDIUM,19,0.81
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,4,0.95
Hyderabad,OLD_CITY,MORNING,LOW,72,0.22
Bengaluru,OLD_CITY,MORNING,MEDIUM,69,0.83
Mumbai,URBAN,EVENING,LOW,89,0.48
Bengaluru,URBAN,AFTERNOON,MEDIUM,17,0.85
Pune,URBAN,MORNING,HIGH,73,0.53
Mumbai,OLD_CITY,MORNING,MEDIUM,25,0.35
Chennai,URBAN,AFTERNOON,HIGH,89,0.58
Chennai,URBAN,EVENING,LOW,21,0.97
Chennai,OLD_CITY,EVENING,MEDIUM,2,0.15
Kolkata,OLD_CITY,MORNING,HIGH,79,0.41
Chennai,OLD_CITY,AFTERNOON,MEDIUM,12,0.74
Mumbai,URBAN,EVENING,HIGH,65,0.99
Pune,URBAN,EVENING,LOW,4,0.33
Pune,OLD_CITY,MORNING,HIGH,56,0.34
Chennai,URBAN,EVENING,MEDIUM,67,0.76
Delhi,OLD_CITY,AFTERNOON,LOW,56,0.61
Chennai,URBAN,AFTERNOON,HIGH,22,0.67
Delhi,URBAN,EVENING,HIGH,63,0.41
Delhi,URBAN,MORNING,MEDIUM,65,0.97
Bengaluru,OLD_CITY,EVENING,MEDIUM,50,0.72
Pune,OLD_CITY,AFTERNOON,MEDIUM,29,0.46
Mumbai,OLD_CITY,AFTERNOON,HIGH,2,0.46
Mumbai,OLD_CITY,EVENING,HIGH,18,0.93
Chennai,OLD_CITY,AFTERNOON,HIGH,51,0.66
Delhi,URBAN,EVENING,MEDIUM,50,0.35
Delhi,URBAN,MORNING,MEDIUM,79,0.12
Bengaluru,OLD_CITY,EVENING,HIGH,53,0.37
Delhi,OLD_CITY,MORNING,MEDIUM,74,0.19
Hyderabad,URBAN,MORNING,HIGH,48,0.62
Pune,OLD_CITY,AFTERNOON,MEDIUM,25,0.27
Delhi,OLD_CITY,AFTERNOON,MEDIUM,3,0.59
Chennai,URBAN,AFTERNOON,MEDIUM,34,0.66
Hyderabad,OLD_CITY,MORNING,LOW,60,0.68
Mumbai,OLD_CITY,MORNING,HIGH,43,0.27
Delhi,URBAN,AFTERNOON,HIGH,29,0.47
Kolkata,OLD_CITY,MORNING,LOW,53,0.89
Delhi,URBAN,MORNING,HIGH,6,0.24
Kolkata,URBAN,MORNING,LOW,49,0.59
Bengaluru,URBAN,AFTERNOON,LOW,47,0.33
Hyderabad,URBAN,EVENING,LOW,80,0.81
Kolkata,OLD_CITY,MORNING,LOW,77,0.94
Bengaluru,OLD_CITY,MORNING,LOW,39,0.66
Bengaluru,URBAN,EVENING,MEDIUM,38,0.78
Kolkata,URBAN,AFTERNOON,MEDIUM,7,0.57
Hyderabad,OLD_CITY,EVENING,LOW,65,0.34
Chennai,URBAN,EVENING,LOW,54,0.88
Mumbai,URBAN,AFTERNOON,LOW,55,0.17
Hyderabad,URBAN,EVENING,LOW,80,0.83
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,28,0.98
Mumbai,OLD_CITY,AFTERNOON,HIGH,73,0.4
Kolkata,OLD_CITY,AFTERNOON,HIGH,8,0.34
Kolkata,URBAN,MORNING,MEDIUM,34,0.97
Pune,OLD_CITY,MORNING,HIGH,48,0.55
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,25,0.52
Pune,URBAN,MORNING,HIGH,85,0.5
Delhi,OLD_CITY,AFTERNOON,HIGH,41,0.51
Kolkata,URBAN,MORNING,LOW,76,0.29
Chennai,OLD_CITY,EVENING,HIGH,18,0.29
Bengaluru,OLD_CITY,MORNING,MEDIUM,77,0.13
Bengaluru,URBAN,AFTERNOON,HIGH,16,0.83
Chennai,OLD_CITY,MORNING,HIGH,30,0.34
Pune,URBAN,AFTERNOON,MEDIUM,53,0.79
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,16,0.22
Hyderabad,URBAN,MORNING,MEDIUM,84,0.43
Delhi,URBAN,EVENING,MEDIUM,5,0.82
Pune,URBAN,EVENING,HIGH,69,0.77
Hyderabad,URBAN,AFTERNOON,MEDIUM,83,0.23
Kolkata,OLD_CITY,EVENING,LOW,78,0.82
Mumbai,OLD_CITY,EVENING,HIGH,20,0.48
Delhi,OLD_CITY,MORNING,MEDIUM,15,0.87
Hyderabad,OLD_CITY,AFTERNOON,HIGH,40,0.13
Hyderabad,URBAN,EVENING,MEDIUM,34,0.36
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,41,0.28
Mumbai,URBAN,EVENING,HIGH,9,0.84
Bengaluru,URBAN,MORNING,LOW,25,0.42
Hyderabad,OLD_CITY,MORNING,LOW,76,0.21
Chennai,URBAN,MORNING,MEDIUM,23,0.48
Chennai,URBAN,MORNING,HIGH,88,0.6
Kolkata,OLD_CITY,MORNING,LOW,81,0.23
Delhi,URBAN,MORNING,HIGH,10,0.7
Mumbai,URBAN,MORNING,HIGH,55,0.96
Hyderabad,URBAN,MORNING,LOW,45,0.49
Pune,OLD_CITY,EVENING,LOW,69,0.31
Pune,OLD_CITY,MORNING,HIGH,24,0.89
Kolkata,URBAN,AFTERNOON,HIGH,16,0.32
Mumbai,OLD_CITY,EVENING,HIGH,63,0.93
Kolkata,URBAN,MORNING,HIGH,82,0.68
Pune,OLD_CITY,AFTERNOON,LOW,16,0.91
Mumbai,OLD_CITY,EVENING,LOW,12,0.17
Bengaluru,OLD_CITY,EVENING,HIGH,23,0.94
Mumbai,OLD_CITY,MORNING,LOW,50,0.75
Kolkata,URBAN,MORNING,MEDIUM,48,0.4
Delhi,OLD_CITY,AFTERNOON,LOW,20,0.45
Mumbai,URBAN,AFTERNOON,MEDIUM,44,0.62
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,89,0.79
Hyderabad,URBAN,MORNING,LOW,13,0.86
Chennai,URBAN,AFTERNOON,MEDIUM,56,0.73
Delhi,URBAN,AFTERNOON,LOW,50,0.61
Bengaluru,OLD_CITY,MORNING,MEDIUM,22,0.93
Hyderabad,OLD_CITY,EVENING,MEDIUM,82,0.4
Chennai,OLD_CITY,EVENING,MEDIUM,31,0.77
Kolkata,OLD_CITY,AFTERNOON,LOW,76,0.67
Hyderabad,URBAN,AFTERNOON,HIGH,53,0.43
Kolkata,OLD_CITY,EVENING,HIGH,49,0.99
Hyderabad,OLD_CITY,MORNING,LOW,69,0.23
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,0,0.85
Delhi,URBAN,EVENING,HIGH,73,0.52
Hyderabad,URBAN,AFTERNOON,MEDIUM,1,0.73
Bengaluru,URBAN,AFTERNOON,MEDIUM,12,0.39
Chennai,OLD_CITY,MORNING,HIGH,5,0.68
Pune,URBAN,MORNING,LOW,43,0.67
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,39,0.36
Delhi,URBAN,MORNING,LOW,82,0.5
Mumbai,URBAN,AFTERNOON,HIGH,6,0.67
Bengaluru,URBAN,EVENING,MEDIUM,43,0.16
Kolkata,OLD_CITY,MORNING,HIGH,50,0.49
Bengaluru,URBAN,MORNING,MEDIUM,46,0.27
Kolkata,URBAN,AFTERNOON,LOW,77,0.17
Chennai,OLD_CITY,EVENING,LOW,79,0.71
Delhi,URBAN,MORNING,MEDIUM,49,0.59
Kolkata,URBAN,EVENING,HIGH,13,0.2
Chennai,URBAN,MORNING,LOW,53,0.53
Chennai,URBAN,MORNING,LOW,65,0.54
Mumbai,URBAN,MORNING,HIGH,14,0.36
Mumbai,URBAN,MORNING,LOW,29,0.14
Chennai,URBAN,AFTERNOON,MEDIUM,33,0.55
Mumbai,OLD_CITY,EVENING,MEDIUM,2,0.16
Mumbai,URBAN,AFTERNOON,MEDIUM,37,0.55
Kolkata,OLD_CITY,MORNING,HIGH,58,0.29
Bengaluru,URBAN,MORNING,LOW,49,0.51
Delhi,URBAN,EVENING,MEDIUM,73,0.39
Chennai,OLD_CITY,MORNING,HIGH,80,0.34
Bengaluru,OLD_CITY,AFTERNOON,HIGH,52,0.55
Pune,OLD_CITY,AFTERNOON,HIGH,10,0.96
Chennai,URBAN,EVENING,MEDIUM,44,0.78
Hyderabad,OLD_CITY,MORNING,LOW,7,0.7
Bengaluru,OLD_CITY,AFTERNOON,HIGH,3,0.54
Pune,OLD_CITY,EVENING,HIGH,67,0.61
Mumbai,OLD_CITY,EVENING,HIGH,16,0.61
Mumbai,OLD_CITY,EVENING,LOW,42,0.43
Bengaluru,OLD_CITY,AFTERNOON,LOW,14,0.41
Mumbai,OLD_CITY,MORNING,LOW,59,0.65
Hyderabad,URBAN,EVENING,LOW,81,0.81
Kolkata,URBAN,MORNING,LOW,48,0.58
Mumbai,OLD_CITY,MORNING,MEDIUM,44,0.18
Hyderabad,OLD_CITY,EVENING,MEDIUM,74,0.61
Delhi,URBAN,AFTERNOON,HIGH,67,0.86
Mumbai,URBAN,MORNING,LOW,65,0.91
Mumbai,OLD_CITY,AFTERNOON,LOW,89,0.18
Delhi,URBAN,EVENING,MEDIUM,20,0.3
Mumbai,URBAN,EVENING,LOW,56,0.69
Delhi,OLD_CITY,MORNING,MEDIUM,57,0.25
Bengaluru,OLD_CITY,MORNING,LOW,29,0.37
Bengaluru,URBAN,AFTERNOON,MEDIUM,72,0.19
Mumbai,URBAN,MORNING,LOW,56,0.92
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,75,0.25
Delhi,URBAN,MORNING,MEDIUM,44,0.35
Pune,URBAN,EVENING,HIGH,62,0.75
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,47,0.3
Chennai,OLD_CITY,MORNING,MEDIUM,79,0.35
Mumbai,URBAN,EVENING,MEDIUM,45,0.14
Bengaluru,URBAN,MORNING,LOW,30,0.11
Bengaluru,URBAN,EVENING,MEDIUM,53,0.82
Pune,OLD_CITY,MORNING,HIGH,32,0.54
Chennai,OLD_CITY,AFTERNOON,HIGH,68,0.83
Bengaluru,OLD_CITY,EVENING,LOW,37,0.84
Bengaluru,URBAN,MORNING,HIGH,41,0.88
Hyderabad,OLD_CITY,EVENING,MEDIUM,0,0.54
Hyderabad,OLD_CITY,EVENING,HIGH,46,0.81
Mumbai,OLD_CITY,MORNING,MEDIUM,76,0.38
Chennai,OLD_CITY,AFTERNOON,MEDIUM,32,0.32
Pune,URBAN,EVENING,MEDIUM,30,0.11
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,47,0.41
Pune,URBAN,AFTERNOON,HIGH,43,0.56
Pune,URBAN,EVENING,HIGH,41,0.76
Chennai,OLD_CITY,MORNING,HIGH,68,0.39
Kolkata,OLD_CITY,EVENING,HIGH,18,0.37
Delhi,URBAN,MORNING,MEDIUM,33,0.95
Bengaluru,URBAN,AFTERNOON,MEDIUM,80,0.28
Chennai,URBAN,MORNING,HIGH,51,0.64
Kolkata,OLD_CITY,MORNING,MEDIUM,63,0.37
Mumbai,OLD_CITY,MORNING,LOW,70,0.86
Chennai,OLD_CITY,EVENING,HIGH,83,0.46
Mumbai,OLD_CITY,AFTERNOON,HIGH,9,0.68
Mumbai,OLD_CITY,EVENING,LOW,58,0.92
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,25,0.83
Pune,URBAN,AFTERNOON,LOW,6,0.46
Chennai,OLD_CITY,MORNING,MEDIUM,39,0.77
Kolkata,URBAN,EVENING,HIGH,86,0.96
Kolkata,URBAN,AFTERNOON,MEDIUM,73,0.3
Bengaluru,URBAN,MORNING,LOW,24,0.71
Hyderabad,OLD_CITY,AFTERNOON,LOW,47,0.41
Delhi,OLD_CITY,MORNING,HIGH,80,0.54
Pune,URBAN,MORNING,HIGH,19,0.99
Delhi,OLD_CITY,MORNING,LOW,3,0.29
Pune,URBAN,AFTERNOON,HIGH,66,0.95
Chennai,OLD_CITY,EVENING,LOW,68,0.25
Chennai,URBAN,EVENING,HIGH,80,0.94
Mumbai,OLD_CITY,MORNING,LOW,48,0.95
Mumbai,URBAN,AFTERNOON,MEDIUM,2,0.75
Chennai,OLD_CITY,EVENING,MEDIUM,0,0.87
Pune,OLD_CITY,EVENING,MEDIUM,0,0.42
Bengaluru,URBAN,AFTERNOON,HIGH,60,0.55
Bengaluru,OLD_CITY,MORNING,LOW,73,0.91
Chennai,URBAN,EVENING,LOW,50,0.91
Chennai,OLD_CITY,EVENING,MEDIUM,76,0.68
Hyderabad,URBAN,MORNING,LOW,40,0.43
Delhi,URBAN,EVENING,HIGH,16,0.44
Bengaluru,URBAN,AFTERNOON,MEDIUM,80,0.94
Chennai,URBAN,AFTERNOON,MEDIUM,35,0.65
Chennai,URBAN,EVENING,MEDIUM,78,0.57
Kolkata,URBAN,MORNING,MEDIUM,32,0.62
Chennai,URBAN,MORNING,HIGH,48,0.34
Kolkata,URBAN,MORNING,LOW,57,0.8
Mumbai,URBAN,EVENING,MEDIUM,81,0.79
Chennai,OLD_CITY,MORNING,MEDIUM,24,0.21
Bengaluru,OLD_CITY,MORNING,LOW,34,0.1
Hyderabad,URBAN,MORNING,HIGH,73,0.67
Bengaluru,OLD_CITY,MORNING,HIGH,46,0.76
Bengaluru,OLD_CITY,AFTERNOON,LOW,36,0.75
Delhi,OLD_CITY,AFTERNOON,LOW,17,0.38
Chennai,URBAN,EVENING,MEDIUM,54,0.23
Hyderabad,URBAN,MORNING,MEDIUM,14,0.28
Delhi,URBAN,EVENING,MEDIUM,50,0.72
Delhi,OLD_CITY,AFTERNOON,LOW,6,0.82
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,5,0.36
Pune,URBAN,MORNING,HIGH,50,0.89
Hyderabad,URBAN,EVENING,HIGH,64,0.42
Chennai,URBAN,MORNING,LOW,82,0.36
Delhi,URBAN,AFTERNOON,HIGH,73,0.63
Delhi,OLD_CITY,AFTERNOON,HIGH,13,0.94
Pune,URBAN,AFTERNOON,HIGH,23,0.82
Bengaluru,OLD_CITY,MORNING,HIGH,14,0.98
Pune,URBAN,EVENING,MEDIUM,55,0.4
Pune,OLD_CITY,AFTERNOON,LOW,45,0.16
Hyderabad,OLD_CITY,EVENING,LOW,34,0.53
Chennai,OLD_CITY,AFTERNOON,HIGH,42,0.39
Delhi,URBAN,AFTERNOON,MEDIUM,73,0.46
Pune,OLD_CITY,MORNING,MEDIUM,17,0.83
Hyderabad,URBAN,AFTERNOON,HIGH,62,0.54
Bengaluru,URBAN,EVENING,MEDIUM,88,0.93
Hyderabad,OLD_CITY,AFTERNOON,HIGH,84,0.35
Kolkata,OLD_CITY,EVENING,MEDIUM,63,0.25
Kolkata,URBAN,MORNING,HIGH,63,0.61
Bengaluru,URBAN,AFTERNOON,MEDIUM,81,0.42
Kolkata,OLD_CITY,EVENING,HIGH,61,0.34
Delhi,URBAN,EVENING,MEDIUM,31,0.6
Mumbai,OLD_CITY,MORNING,HIGH,30,0.54
Chennai,URBAN,MORNING,MEDIUM,76,0.74
Mumbai,OLD_CITY,EVENING,LOW,71,0.74
Mumbai,URBAN,EVENING,LOW,74,0.53
Chennai,OLD_CITY,AFTERNOON,HIGH,55,0.34
Delhi,OLD_CITY,AFTERNOON,HIGH,35,0.46
Bengaluru,URBAN,AFTERNOON,HIGH,60,0.38
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,1,0.52
Pune,OLD_CITY,MORNING,MEDIUM,89,0.37
Kolkata,URBAN,EVENING,LOW,3,0.96
Hyderabad,OLD_CITY,EVENING,LOW,10,0.12
Bengaluru,URBAN,MORNING,MEDIUM,63,0.86
Bengaluru,OLD_CITY,MORNING,HIGH,84,0.4
Delhi,OLD_CITY,AFTERNOON,MEDIUM,70,0.58
Delhi,OLD_CITY,AFTERNOON,MEDIUM,21,0.8
Delhi,OLD_CITY,MORNING,MEDIUM,67,0.29
Delhi,URBAN,EVENING,HIGH,52,0.96
Hyderabad,URBAN,EVENING,HIGH,76,0.35
Bengaluru,OLD_CITY,EVENING,MEDIUM,38,0.36
Kolkata,OLD_CITY,AFTERNOON,HIGH,66,0.36
Mumbai,URBAN,AFTERNOON,MEDIUM,20,0.18
Delhi,OLD_CITY,MORNING,LOW,43,0.7
Hyderabad,URBAN,MORNING,HIGH,16,0.75
Delhi,OLD_CITY,EVENING,MEDIUM,75,0.54
Kolkata,OLD_CITY,MORNING,MEDIUM,32,0.2
Hyderabad,OLD_CITY,AFTERNOON,LOW,38,0.42
Bengaluru,URBAN,EVENING,MEDIUM,9,0.48
Bengaluru,OLD_CITY,EVENING,LOW,56,0.15
Bengaluru,URBAN,AFTERNOON,MEDIUM,83,1.0
Kolkata,OLD_CITY,MORNING,LOW,38,0.11
Pune,URBAN,EVENING,LOW,22,0.27
Bengaluru,OLD_CITY,EVENING,MEDIUM,4,0.86
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,37,0.55
Kolkata,OLD_CITY,MORNING,LOW,23,0.89
Bengaluru,URBAN,AFTERNOON,HIGH,29,0.29
Delhi,URBAN,EVENING,MEDIUM,83,0.41
Hyderabad,URBAN,EVENING,LOW,51,0.12
Kolkata,URBAN,AFTERNOON,MEDIUM,85,0.33
Pune,URBAN,AFTERNOON,MEDIUM,8,0.97
Hyderabad,URBAN,AFTERNOON,LOW,73,0.8
Mumbai,URBAN,AFTERNOON,HIGH,9,0.96
Pune,OLD_CITY,EVENING,HIGH,55,0.13
Pune,OLD_CITY,EVENING,MEDIUM,15,0.39
Bengaluru,URBAN,EVENING,LOW,57,0.13
Mumbai,URBAN,MORNING,MEDIUM,72,0.32
Chennai,OLD_CITY,AFTERNOON,HIGH,5,0.34
Delhi,URBAN,MORNING,HIGH,4,0.97
Pune,OLD_CITY,MORNING,MEDIUM,14,0.95
Kolkata,OLD_CITY,MORNING,HIGH,70,0.66
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,11,0.28
Delhi,OLD_CITY,EVENING,LOW,49,0.38
Mumbai,OLD_CITY,EVENING,LOW,26,0.64
Kolkata,URBAN,AFTERNOON,HIGH,58,0.81
Hyderabad,OLD_CITY,EVENING,LOW,83,0.29
Bengaluru,OLD_CITY,EVENING,HIGH,2,0.69
Hyderabad,URBAN,EVENING,MEDIUM,39,0.62
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,61,0.88
Mumbai,OLD_CITY,EVENING,HIGH,80,0.91
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,20,0.13
Delhi,URBAN,MORNING,LOW,18,0.11
Chennai,URBAN,EVENING,MEDIUM,40,0.99
Bengaluru,OLD_CITY,MORNING,LOW,60,0.67
Kolkata,OLD_CITY,EVENING,MEDIUM,1,0.22
Pune,URBAN,MORNING,MEDIUM,30,0.35
Bengaluru,URBAN,AFTERNOON,LOW,14,0.28
Kolkata,OLD_CITY,MORNING,HIGH,48,0.57
Kolkata,OLD_CITY,MORNING,MEDIUM,86,0.75
Bengaluru,URBAN,MORNING,MEDIUM,38,0.43
Hyderabad,OLD_CITY,MORNING,HIGH,26,0.96
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,38,0.89
Mumbai,URBAN,EVENING,MEDIUM,0,0.3
Chennai,OLD_CITY,AFTERNOON,MEDIUM,62,0.48
Chennai,OLD_CITY,AFTERNOON,HIGH,62,0.29
Kolkata,URBAN,MORNING,LOW,50,0.8
Delhi,OLD_CITY,EVENING,LOW,76,0.97
Mumbai,OLD_CITY,EVENING,MEDIUM,64,0.11
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,11,0.27
Bengaluru,OLD_CITY,EVENING,HIGH,21,0.37
Kolkata,URBAN,MORNING,MEDIUM,85,0.74
Chennai,OLD_CITY,AFTERNOON,HIGH,18,0.86
Mumbai,OLD_CITY,EVENING,LOW,4,0.75
Pune,OLD_CITY,AFTERNOON,MEDIUM,16,0.89
Pune,OLD_CITY,MORNING,MEDIUM,89,0.13
Delhi,URBAN,MORNING,LOW,77,0.22
Delhi,URBAN,EVENING,HIGH,78,0.58
Hyderabad,URBAN,MORNING,MEDIUM,38,0.14
Hyderabad,URBAN,AFTERNOON,MEDIUM,30,0.23
Kolkata,URBAN,EVENING,MEDIUM,51,0.32
Kolkata,OLD_CITY,MORNING,HIGH,44,0.96
Kolkata,URBAN,MORNING,MEDIUM,33,0.89
Delhi,OLD_CITY,AFTERNOON,LOW,56,0.49
Mumbai,URBAN,EVENING,LOW,38,0.81
Pune,URBAN,AFTERNOON,LOW,13,0.91
Pune,OLD_CITY,AFTERNOON,LOW,38,0.27
Delhi,URBAN,AFTERNOON,MEDIUM,18,0.42
Delhi,OLD_CITY,EVENING,HIGH,25,0.99
Pune,URBAN,EVENING,HIGH,0,0.86
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,16,0.49
Hyderabad,URBAN,AFTERNOON,LOW,42,0.65
Hyderabad,URBAN,AFTERNOON,LOW,47,0.89
Bengaluru,URBAN,MORNING,MEDIUM,13,0.26
Kolkata,OLD_CITY,MORNING,LOW,84,0.23
Mumbai,URBAN,EVENING,HIGH,36,0.43
Mumbai,URBAN,AFTERNOON,MEDIUM,60,0.92
Kolkata,OLD_CITY,AFTERNOON,HIGH,12,0.12
Pune,OLD_CITY,AFTERNOON,HIGH,61,0.5
Pune,URBAN,MORNING,LOW,45,0.59
Kolkata,URBAN,AFTERNOON,MEDIUM,66,0.4
Chennai,URBAN,MORNING,LOW,6,0.96
Pune,OLD_CITY,EVENING,LOW,3,0.95
Hyderabad,URBAN,EVENING,MEDIUM,7,0.26
Bengaluru,OLD_CITY,EVENING,HIGH,72,0.81
Kolkata,URBAN,MORNING,MEDIUM,39,0.1
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,47,0.25
Pune,OLD_CITY,AFTERNOON,LOW,85,0.68
Delhi,OLD_CITY,EVENING,LOW,46,0.94
Chennai,URBAN,EVENING,LOW,86,0.45
Mumbai,URBAN,MORNING,MEDIUM,10,0.86
Hyderabad,OLD_CITY,AFTERNOON,HIGH,58,0.24
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,10,0.44
Delhi,OLD_CITY,MORNING,HIGH,15,0.68
Mumbai,URBAN,MORNING,LOW,37,0.2
Mumbai,OLD_CITY,AFTERNOON,LOW,3,0.4
Kolkata,URBAN,AFTERNOON,LOW,33,0.72
Kolkata,URBAN,MORNING,LOW,63,0.75
Bengaluru,URBAN,AFTERNOON,MEDIUM,42,0.87
Kolkata,OLD_CITY,MORNING,HIGH,57,0.65
Kolkata,URBAN,AFTERNOON,MEDIUM,6,0.15
Chennai,URBAN,MORNING,LOW,76,0.34
Delhi,URBAN,MORNING,MEDIUM,15,0.56
Delhi,OLD_CITY,MORNING,LOW,17,0.94
Chennai,URBAN,AFTERNOON,MEDIUM,10,0.36
Kolkata,OLD_CITY,EVENING,MEDIUM,82,0.12
Chennai,OLD_CITY,MORNING,MEDIUM,0,0.7
Kolkata,OLD_CITY,MORNING,LOW,21,0.23
Hyderabad,OLD_CITY,MORNING,LOW,19,0.34
Chennai,OLD_CITY,EVENING,LOW,36,0.3
