city,locality,area_type,road_width_category,heavy_vehicle_allowed,peak_hour_restriction,congestion_level,last_mile_difficulty,remarks
Hyderabad,Area_37238,URBAN,MEDIUM,True,True,MEDIUM,1,generated
Delhi,Area_37239,OLD_CITY,NARROW,False,False,HIGH,2,generated
Delhi,Area_37240,OLD_CITY,WIDE,False,False,MEDIUM,5,generated
Chennai,Area_37241,OLD_CITY,MEDIUM,True,False,MEDIUM,5,generated
Pune,Area_37242,URBAN,WIDE,False,True,HIGH,3,generated
Pune,Area_37243,RURAL,WIDE,True,True,HIGH,2,generated
Delhi,Area_37244,RURAL,WIDE,True,False,LOW,4,generated
Chennai,Area_37245,RURAL,MEDIUM,True,False,MEDIUM,3,generated
Hyderabad,Area_37246,RURAL,NARROW,False,False,MEDIUM,3,generated
Kolkata,Area_37247,URBAN,MEDIUM,False,False,MEDIUM,4,generated
Mumbai,Area_37248,URBAN,MEDIUM,False,False,HIGH,5,generated
Hyderabad,Area_37249,OLD_CITY,MEDIUM,False,False,MEDIUM,1,generated
Bengaluru,Area_37250,OLD_CITY,MEDIUM,True,False,HIGH,3,generated
Delhi,Area_37251,RURAL,WIDE,False,False,HIGH,5,generated
Hyderabad,Area_37252,RURAL,NARROW,True,False,HIGH,5,generated
Bengaluru,Area_37253,URBAN,MEDIUM,True,False,LOW,5,generated
Chennai,Area_37254,OLD_CITY,MEDIUM,False,False,MEDIUM,3,generated
Kolkata,Area_37255,OLD_CITY,MEDIUM,True,False,LOW,5,generated
Pune,Area_37256,RURAL,NARROW,True,False,LOW,1,generated
Hyderabad,Area_37257,OLD_CITY,NARROW,True,False,HIGH,5,generated
Pune,Area_37258,URBAN,WIDE,True,False,MEDIUM,2,generated
Chennai,Area_37259,URBAN,NARROW,True,False,HIGH,3,generated
Mumbai,Area_37260,RURAL,MEDIUM,False,False,MEDIUM,1,generated
Pune,Area_37261,RURAL,NARROW,False,False,MEDIUM,1,generated
Delhi,Area_37262,URBAN,NARROW,True,False,HIGH,5,generated
Hyderabad,Area_37263,OLD_CITY,WIDE,True,False,HIGH,1,generated
Bengaluru,Area_37264,URBAN,WIDE,True,False,LOW,2,generated
Delhi,Area_37265,OLD_CITY,MEDIUM,False,False,HIGH,4,generated
Hyderabad,Area_37266,URBAN,WIDE,True,False,MEDIUM,4,generated
Hyderabad,Area_37267,RURAL,NARROW,False,False,HIGH,5,generated
Mumbai,Area_37268,RURAL,NARROW,True,False,MEDIUM,3,generated
Hyderabad,Area_37269,URBAN,NARROW,False,True,LOW,3,generated
Hyderabad,Area_37270,URBAN,NARROW,False,True,HIGH,1,generated
Mumbai,Area_37271,URBAN,MEDIUM,False,False,LOW,3,generated
Bengaluru,Area_37272,OLD_CITY,WIDE,True,False,LOW,3,generated
Mumbai,Area_37273,URBAN,WIDE,False,False,MEDIUM,1,generated
Hyderabad,Area_37274,URBAN,WIDE,True,False,LOW,5,generated
Kolkata,Area_37275,RURAL,NARROW,True,False,HIGH,4,generated
Pune,Area_37276,URBAN,MEDIUM,True,False,MEDIUM,5,generated
Chennai,Area_37277,OLD_CITY,WIDE,True,False,LOW,4,generated
Hyderabad,Area_37278,RURAL,NARROW,False,False,HIGH,1,generated
Bengaluru,Area_37279,OLD_CITY,MEDIUM,True,False,LOW,3,generated
Kolkata,Area_37280,URBAN,WIDE,True,True,MEDIUM,2,generated
Hyderabad,Area_37281,URBAN,MEDIUM,False,False,HIGH,2,generated
Bengaluru,Area_37282,OLD_CITY,NARROW,True,False,HIGH,3,generated
Pune,Area_37283,OLD_CITY,NARROW,True,True,HIGH,3,generated
Hyderabad,Area_37284,RURAL,MEDIUM,True,False,MEDIUM,5,generated
Pune,Area_37285,URBAN,WIDE,True,True,LOW,5,generated
Kolkata,Area_37286,URBAN,NARROW,False,False,LOW,5,generated
Chennai,Area_37287,OLD_CITY,MEDIUM,False,False,MEDIUM,1,generated
Chennai,Area_37288,RURAL,NARROW,False,False,HIGH,1,generated
Mumbai,Area_37289,OLD_CITY,WIDE,True,False,MEDIUM,3,generated
Hyderabad,Area_37290,RURAL,NARROW,True,True,MEDIUM,2,generated
Delhi,Area_37291,OLD_CITY,NARROW,False,False,HIGH,2,generated
Bengaluru,Area_37292,OLD_CITY,WIDE,True,False,HIGH,1,generated
Chennai,Area_37293,URBAN,WIDE,True,False,LOW,1,generated
Kolkata,Area_37294,URBAN,NARROW,True,True,MEDIUM,3,generated
Pune,Area_37295,RURAL,WIDE,False,False,HIGH,3,generated
Chennai,Area_37296,OLD_CITY,MEDIUM,True,False,LOW,5,generated
Hyderabad,Area_37297,RURAL,NARROW,True,True,MEDIUM,4,generated
Chennai,Area_37298,OLD_CITY,WIDE,True,True,MEDIUM,4,generated
Hyderabad,Area_37299,URBAN,MEDIUM,False,True,HIGH,1,generated
Kolkata,Area_37300,OLD_CITY,WIDE,False,False,LOW,4,generated
Pune,Area_37301,OLD_CITY,WIDE,False,False,LOW,1,generated
Chennai,Area_37302,OLD_CITY,NARROW,False,False,MEDIUM,4,generated
Pune,Area_37303,URBAN,MEDIUM,False,False,LOW,2,generated
Chennai,Area_37304,URBAN,WIDE,False,False,HIGH,2,generated
Bengaluru,Area_37305,URBAN,NARROW,True,True,MEDIUM,3,generated
Bengaluru,Area_37306,URBAN,WIDE,True,False,HIGH,3,generated
Chennai,Area_37307,RURAL,WIDE,True,False,LOW,5,generated
Delhi,Area_37308,RURAL,NARROW,True,False,HIGH,1,generated
Chennai,Area_37309,OLD_CITY,NARROW,True,False,MEDIUM,2,generated
Kolkata,Area_37310,RURAL,MEDIUM,True,False,HIGH,3,generated
Kolkata,Area_37311,OLD_CITY,NARROW,False,False,MEDIUM,2,generated
Bengaluru,Area_37312,OLD_CITY,MEDIUM,True,False,LOW,1,generated
Delhi,Area_37313,RURAL,NARROW,True,True,LOW,2,generated
Kolkata,Area_37314,OLD_CITY,NARROW,False,False,HIGH,4,generated
Chennai,Area_37315,OLD_CITY,WIDE,False,False,LOW,1,generated
Hyderabad,Area_37316,RURAL,MEDIUM,False,True,LOW,3,generated
Hyderabad,Area_37317,OLD_CITY,WIDE,True,False,LOW,3,generated
Kolkata,Area_37318,RURAL,NARROW,True,True,MEDIUM,5,generated
Delhi,Area_37319,URBAN,MEDIUM,True,False,MEDIUM,1,generated
Pune,Area_37320,RURAL,WIDE,False,True,HIGH,2,generated
Chennai,Area_37321,OLD_CITY,MEDIUM,False,False,MEDIUM,2,generated
Chennai,Area_37322,RURAL,NARROW,False,False,MEDIUM,3,generated
Pune,Area_37323,RURAL,MEDIUM,False,False,LOW,5,generated
Kolkata,Area_37324,URBAN,NARROW,False,False,HIGH,5,generated
Delhi,Area_37325,RURAL,MEDIUM,True,False,HIGH,4,generated
Kolkata,Area_37326,URBAN,NARROW,True,False,MEDIUM,1,generated
Hyderabad,Area_37327,OLD_CITY,MEDIUM,False,False,HIGH,3,generated
Kolkata,Area_37328,OLD_CITY,NARROW,False,False,HIGH,1,generated
Bengaluru,Area_37329,OLD_CITY,NARROW,True,False,MEDIUM,1,generated
Chennai,Area_37330,RURAL,NARROW,False,False,HIGH,1,generated
Mumbai,Area_37331,RURAL,WIDE,True,False,MEDIUM,1,generated
Mumbai,Area_37332,URBAN,NARROW,True,False,MEDIUM,2,generated
Delhi,Area_37333,URBAN,WIDE,True,False,HIGH,2,generated
Mumbai,Area_37334,RURAL,WIDE,True,True,LOW,5,generated
Chennai,Area_37335,RURAL,MEDIUM,True,True,LOW,5,generated
Mumbai,Area_37336,OLD_CITY,MEDIUM,True,False,MEDIUM,3,generated
Bengaluru,Area_37337,URBAN,WIDE,True,False,LOW,3,generated
Hyderabad,Area_37338,URBAN,WIDE,True,True,LOW,4,generated
Delhi,Area_37339,URBAN,MEDIUM,False,False,MEDIUM,5,generated
Delhi,Area_37340,OLD_CITY,NARROW,True,False,LOW,3,generated
Chennai,Area_37341,OLD_CITY,MEDIUM,True,False,HIGH,1,generated
Hyderabad,Area_37342,OLD_CITY,WIDE,True,False,LOW,3,generated
Bengaluru,Area_37343,RURAL,MEDIUM,True,False,HIGH,5,generated
Chennai,Area_37344,OLD_CITY,WIDE,False,False,HIGH,3,generated
Chennai,Area_37345,OLD_CITY,NARROW,True,True,LOW,5,generated
Chennai,Area_37346,OLD_CITY,WIDE,True,False,MEDIUM,4,generated
Delhi,Area_37347,RURAL,NARROW,False,False,MEDIUM,2,generated
Mumbai,Area_37348,OLD_CITY,NARROW,True,False,HIGH,3,generated
Pune,Area_37349,OLD_CITY,WIDE,True,False,HIGH,5,generated
Chennai,Area_37350,URBAN,MEDIUM,False,True,HIGH,5,generated
Hyderabad,Area_37351,RURAL,NARROW,True,False,HIGH,1,generated
Delhi,Area_37352,URBAN,NARROW,True,False,LOW,3,generated
Bengaluru,Area_37353,OLD_CITY,WIDE,True,True,LOW,2,generated
Mumbai,Area_37354,URBAN,MEDIUM,True,False,MEDIUM,1,generated
Mumbai,Area_37355,RURAL,MEDIUM,True,False,LOW,5,generated
Pune,Area_37356,OLD_CITY,MEDIUM,True,False,HIGH,4,generated
Hyderabad,Area_37357,OLD_CITY,MEDIUM,True,False,MEDIUM,2,generated
Pune,Area_37358,RURAL,NARROW,False,True,HIGH,4,generated
Mumbai,Area_37359,OLD_CITY,WIDE,True,False,LOW,5,generated
Chennai,Area_37360,RURAL,WIDE,False,False,HIGH,4,generated
Kolkata,Area_37361,URBAN,NARROW,True,True,HIGH,2,generated
Hyderabad,Area_37362,URBAN,WIDE,True,False,LOW,2,generated
Delhi,Area_37363,URBAN,NARROW,False,True,MEDIUM,1,generated
Hyderabad,Area_37364,URBAN,WIDE,False,True,HIGH,2,generated
Bengaluru,Area_37365,RURAL,MEDIUM,False,False,HIGH,2,generated
Bengaluru,Area_37366,OLD_CITY,WIDE,False,False,HIGH,4,generated
Chennai,Area_37367,RURAL,NARROW,True,False,LOW,1,generated
Mumbai,Area_37368,URBAN,WIDE,True,False,LOW,1,generated
Kolkata,Area_37369,OLD_CITY,MEDIUM,False,False,MEDIUM,4,generated
Hyderabad,Area_37370,RURAL,NARROW,True,True,HIGH,3,generated
Bengaluru,Area_37371,URBAN,MEDIUM,True,True,MEDIUM,3,generated
Chennai,Area_37372,RURAL,MEDIUM,True,False,MEDIUM,1,generated
Delhi,Area_37373,RURAL,MEDIUM,False,False,MEDIUM,5,generated
Chennai,Area_37374,URBAN,NARROW,True,False,MEDIUM,1,generated
Pune,Area_37375,RURAL,MEDIUM,True,True,HIGH,4,generated
Hyderabad,Area_37376,URBAN,NARROW,False,False,MEDIUM,4,generated
Hyderabad,Area_37377,OLD_CITY,NARROW,False,False,MEDIUM,2,generated
Hyderabad,Area_37378,OLD_CITY,MEDIUM,True,False,MEDIUM,5,generated
Delhi,Area_37379,URBAN,MEDIUM,False,False,HIGH,2,generated
Mumbai,Area_37380,RURAL,MEDIUM,True,True,LOW,5,generated
Delhi,Area_37381,RURAL,WIDE,True,True,LOW,5,generated
Chennai,Area_37382,OLD_CITY,NARROW,False,False,LOW,2,generated
Mumbai,Area_37383,OLD_CITY,MEDIUM,False,False,HIGH,2,generated
Pune,Area_37384,RURAL,NARROW,True,True,LOW,1,generated
Hyderabad,Area_37385,URBAN,MEDIUM,False,False,LOW,5,generated
Kolkata,Area_37386,OLD_CITY,WIDE,False,False,HIGH,4,generated
Kolkata,Area_37387,RURAL,MEDIUM,False,False,HIGH,4,generated
Mumbai,Area_37388,OLD_CITY,WIDE,False,True,LOW,5,generated
Hyderabad,Area_37389,OLD_CITY,MEDIUM,True,False,MEDIUM,2,generated
Hyderabad,Area_37390,RURAL,MEDIUM,True,True,HIGH,5,generated
Chennai,Area_37391,OLD_CITY,MEDIUM,False,False,LOW,2,generated
Chennai,Area_37392,OLD_CITY,WIDE,True,True,HIGH,4,generated
Delhi,Area_37393,URBAN,MEDIUM,True,False,LOW,4,generated
Mumbai,Area_37394,URBAN,NARROW,False,False,HIGH,1,generated
Delhi,Area_37395,OLD_CITY,NARROW,False,False,MEDIUM,1,generated
Kolkata,Area_37396,RURAL,NARROW,True,False,LOW,4,generated
Hyderabad,Area_37397,RURAL,WIDE,False,True,HIGH,5,generated
Chennai,Area_37398,RURAL,MEDIUM,False,False,HIGH,4,generated
Mumbai,Area_37399,RURAL,NARROW,False,True,LOW,4,generated
Mumbai,Area_37400,OLD_CITY,MEDIUM,False,True,LOW,4,generated
Kolkata,Area_37401,RURAL,WIDE,False,False,MEDIUM,1,generated
Chennai,Area_37402,OLD_CITY,WIDE,False,False,MEDIUM,2,generated
Mumbai,Area_37403,RURAL,NARROW,True,True,HIGH,4,generated
Pune,Area_37404,OLD_CITY,MEDIUM,False,False,HIGH,4,generated
Kolkata,Area_37405,OLD_CITY,MEDIUM,True,False,LOW,5,generated
Pune,Area_37406,RURAL,NARROW,False,False,LOW,1,generated
Hyderabad,Area_37407,OLD_CITY,WIDE,True,True,LOW,5,generated
Delhi,Area_37408,RURAL,MEDIUM,True,False,HIGH,4,generated
Chennai,Area_37409,URBAN,MEDIUM,False,False,HIGH,1,generated
Mumbai,Area_37410,URBAN,WIDE,True,True,LOW,2,generated
Bengaluru,Area_37411,RURAL,WIDE,True,False,MEDIUM,3,generated
Kolkata,Area_37412,URBAN,MEDIUM,True,False,MEDIUM,5,generated
Bengaluru,Area_37413,OLD_CITY,MEDIUM,False,False,MEDIUM,2,generated
Chennai,Area_37414,URBAN,NARROW,True,False,LOW,2,generated
Kolkata,Area_37415,RURAL,WIDE,True,True,MEDIUM,1,generated
Hyderabad,Area_37416,RURAL,NARROW,True,False,HIGH,3,generated
Hyderabad,Area_37417,OLD_CITY,MEDIUM,False,False,LOW,1,generated
Mumbai,Area_37418,OLD_CITY,NARROW,True,False,HIGH,5,generated
Pune,Area_37419,OLD_CITY,NARROW,True,True,HIGH,5,generated
Kolkata,Area_37420,URBAN,MEDIUM,False,False,LOW,3,generated
Hyderabad,Area_37421,URBAN,WIDE,True,False,LOW,5,generated
Pune,Area_37422,OLD_CITY,WIDE,True,False,MEDIUM,3,generated
Bengaluru,Area_37423,RURAL,WIDE,True,False,MEDIUM,1,generated
Bengaluru,Area_37424,RURAL,WIDE,False,True,MEDIUM,1,generated
Mumbai,Area_37425,OLD_CITY,NARROW,True,False,LOW,2,generated
Bengaluru,Area_37426,RURAL,WIDE,False,True,MEDIUM,1,generated
Mumbai,Area_37427,RURAL,NARROW,False,True,MEDIUM,2,generated
Bengaluru,Area_37428,OLD_CITY,MEDIUM,False,True,LOW,2,generated
Mumbai,Area_37429,URBAN,NARROW,True,True,HIGH,5,generated
Kolkata,Area_37430,URBAN,MEDIUM,True,False,HIGH,3,generated
Mumbai,Area_37431,URBAN,WIDE,True,True,LOW,3,generated
Pune,Area_37432,RURAL,WIDE,True,True,MEDIUM,4,generated
Mumbai,Area_37433,URBAN,MEDIUM,False,False,MEDIUM,2,generated
Hyderabad,Area_37434,OLD_CITY,WIDE,False,False,LOW,2,generated
Pune,Area_37435,URBAN,NARROW,False,False,LOW,3,generated
Mumbai,Area_37436,RURAL,MEDIUM,True,False,MEDIUM,3,generated
Pune,Area_37437,URBAN,NARROW,False,False,HIGH,5,generated
Hyderabad,Area_37438,RURAL,MEDIUM,False,False,LOW,4,generated
Mumbai,Area_37439,RURAL,NARROW,True,False,MEDIUM,4,generated
Delhi,Area_37440,URBAN,NARROW,False,False,HIGH,2,generated
Chennai,Area_37441,URBAN,MEDIUM,True,False,LOW,2,generated
Kolkata,Area_37442,URBAN,MEDIUM,True,False,LOW,5,generated
Pune,Area_37443,URBAN,WIDE,True,False,LOW,5,generated
Pune,Area_37444,URBAN,MEDIUM,True,True,HIGH,4,generated
Bengaluru,Area_37445,RURAL,MEDIUM,True,False,HIGH,2,generated
Mumbai,Area_37446,RURAL,WIDE,False,False,LOW,5,generated
Pune,Area_37447,URBAN,WIDE,True,False,MEDIUM,1,generated
Bengaluru,Area_37448,RURAL,WIDE,True,False,LOW,5,generated
Mumbai,Area_37449,URBAN,NARROW,True,False,LOW,4,generated
Mumbai,Area_37450,OLD_CITY,MEDIUM,False,False,HIGH,2,generated
Pune,Area_37451,URBAN,NARROW,True,True,HIGH,3,generated
Chennai,Area_37452,RURAL,NARROW,True,False,HIGH,4,generated
Hyderabad,Area_37453,OLD_CITY,MEDIUM,False,True,HIGH,4,generated
Bengaluru,Area_37454,RURAL,MEDIUM,True,False,LOW,2,generated
Chennai,Area_37455,RURAL,NARROW,True,False,MEDIUM,4,generated
Bengaluru,Area_37456,URBAN,NARROW,True,False,LOW,5,generated
Pune,Area_37457,RURAL,MEDIUM,True,False,LOW,1,generated
Hyderabad,Area_37458,URBAN,NARROW,False,True,MEDIUM,5,generated
Delhi,Area_37459,RURAL,NARROW,True,False,LOW,4,generated
Chennai,Area_37460,URBAN,NARROW,True,False,LOW,1,generated
Pune,Area_37461,RURAL,WIDE,True,False,HIGH,4,generated
Delhi,Area_37462,OLD_CITY,NARROW,True,True,HIGH,5,generated
Bengaluru,Area_37463,OLD_CITY,WIDE,True,False,LOW,5,generated
Chennai,Area_37464,URBAN,MEDIUM,True,False,LOW,4,generated
Chennai,Area_37465,RURAL,MEDIUM,False,True,LOW,1,generated
Mumbai,Area_37466,RURAL,NARROW,False,True,MEDIUM,2,generated
Chennai,Area_37467,RURAL,NARROW,False,True,LOW,2,generated
Pune,Area_37468,OLD_CITY,NARROW,False,True,HIGH,3,generated
Kolkata,Area_37469,OLD_CITY,NARROW,True,False,MEDIUM,5,generated
Pune,Area_37470,RURAL,MEDIUM,False,False,MEDIUM,5,generated
Bengaluru,Area_37471,RURAL,NARROW,False,True,HIGH,4,generated
Mumbai,Area_37472,OLD_CITY,WIDE,False,True,MEDIUM,3,generated
Bengaluru,Area_37473,URBAN,NARROW,True,True,LOW,2,generated
Mumbai,Area_37474,RURAL,MEDIUM,False,False,LOW,5,generated
Delhi,Area_37475,RURAL,WIDE,True,True,MEDIUM,3,generated
Mumbai,Area_37476,URBAN,MEDIUM,False,True,LOW,4,generated
Kolkata,Area_37477,RURAL,WIDE,False,False,LOW,5,generated
Hyderabad,Area_37478,OLD_CITY,WIDE,True,False,LOW,5,generated
Hyderabad,Area_37479,OLD_CITY,MEDIUM,False,True,HIGH,4,generated
Delhi,Area_37480,OLD_CITY,WIDE,False,True,MEDIUM,1,generated
Chennai,Area_37481,OLD_CITY,WIDE,True,False,HIGH,2,generated
Hyderabad,Area_37482,OLD_CITY,NARROW,True,True,MEDIUM,2,generated
Pune,Area_37483,OLD_CITY,WIDE,True,False,HIGH,3,generated
Hyderabad,Area_37484,RURAL,MEDIUM,False,False,LOW,1,generated
Pune,Area_37485,URBAN,MEDIUM,False,True,HIGH,3,generated
Kolkata,Area_37486,OLD_CITY,MEDIUM,True,True,HIGH,5,generated
Mumbai,Area_37487,RURAL,NARROW,False,True,HIGH,1,generated
Chennai,Area_37488,OLD_CITY,WIDE,True,True,HIGH,1,generated
Pune,Area_37489,RURAL,NARROW,True,True,LOW,4,generated
Delhi,Area_37490,OLD_CITY,MEDIUM,True,True,LOW,4,generated
Kolkata,Area_37491,URBAN,NARROW,False,False,HIGH,4,generated
Hyderabad,Area_37492,RURAL,MEDIUM,True,False,LOW,4,generated
Mumbai,Area_37493,RURAL,WIDE,True,True,HIGH,2,generated
Mumbai,Area_37494,OLD_CITY,WIDE,True,False,MEDIUM,3,generated
Mumbai,Area_37495,RURAL,MEDIUM,False,False,LOW,4,generated
Pune,Area_37496,URBAN,WIDE,True,False,MEDIUM,2,generated
Delhi,Area_37497,URBAN,NARROW,True,False,HIGH,1,generated
Mumbai,Area_37498,URBAN,WIDE,False,False,LOW,4,generated
Hyderabad,Area_37499,OLD_CITY,NARROW,True,False,LOW,5,generated
Chennai,Area_37500,RURAL,MEDIUM,False,False,LOW,5,generated
Kolkata,Area_37501,OLD_CITY,WIDE,True,False,MEDIUM,4,generated
Pune,Area_37502,URBAN,NARROW,True,True,MEDIUM,2,generated
Chennai,Area_37503,OLD_CITY,NARROW,False,False,LOW,1,generated
Delhi,Area_37504,OLD_CITY,NARROW,True,False,LOW,5,generated
Kolkata,Area_37505,URBAN,NARROW,False,True,LOW,4,generated
Kolkata,Area_37506,RURAL,WIDE,False,False,MEDIUM,2,generated
Kolkata,Area_37507,URBAN,NARROW,True,False,LOW,1,generated
Chennai,Area_37508,URBAN,MEDIUM,False,False,LOW,5,generated
Kolkata,Area_37509,RURAL,NARROW,True,True,LOW,1,generated
Delhi,Area_37510,OLD_CITY,MEDIUM,False,False,LOW,5,generated
Delhi,Area_37511,OLD_CITY,NARROW,False,False,HIGH,2,generated
Bengaluru,Area_37512,URBAN,MEDIUM,False,False,LOW,2,generated
Chennai,Area_37513,OLD_CITY,WIDE,False,False,LOW,4,generated
Mumbai,Area_37514,URBAN,WIDE,False,False,LOW,3,generated
Chennai,Area_37515,OLD_CITY,WIDE,True,False,MEDIUM,5,generated
Hyderabad,Area_37516,RURAL,NARROW,False,False,LOW,5,generated
Kolkata,Area_37517,URBAN,MEDIUM,True,False,MEDIUM,5,generated
Kolkata,Area_37518,RURAL,MEDIUM,True,True,MEDIUM,3,generated
Chennai,Area_37519,OLD_CITY,WIDE,True,True,HIGH,4,generated
Kolkata,Area_37520,URBAN,NARROW,False,False,HIGH,1,generated
Mumbai,Area_37521,OLD_CITY,MEDIUM,False,True,LOW,4,generated
Hyderabad,Area_37522,URBAN,NARROW,True,False,MEDIUM,2,generated
Mumbai,Area_37523,URBAN,WIDE,True,False,MEDIUM,1,generated
Hyderabad,Area_37524,URBAN,MEDIUM,False,False,MEDIUM,2,generated
Delhi,Area_37525,RURAL,WIDE,True,False,HIGH,5,generated
Pune,Area_37526,OLD_CITY,WIDE,True,True,MEDIUM,1,generated
Hyderabad,Area_37527,RURAL,NARROW,False,True,MEDIUM,3,generated
Kolkata,Area_37528,RURAL,WIDE,True,True,LOW,2,generated
Chennai,Area_37529,URBAN,MEDIUM,True,True,LOW,4,generated
Mumbai,Area_37530,OLD_CITY,NARROW,False,False,HIGH,4,generated
Hyderabad,Area_37531,RURAL,WIDE,True,False,LOW,4,generated
Chennai,Area_37532,RURAL,MEDIUM,True,True,MEDIUM,2,generated
Pune,Area_37533,OLD_CITY,WIDE,False,False,LOW,1,generated
Mumbai,Area_37534,URBAN,WIDE,True,False,MEDIUM,3,generated
Delhi,Area_37535,URBAN,WIDE,False,False,LOW,5,generated
Hyderabad,Area_37536,RURAL,MEDIUM,True,False,LOW,4,generated
Bengaluru,Area_37537,URBAN,WIDE,True,False,MEDIUM,5,generated
Bengaluru,Area_37538,OLD_CITY,MEDIUM,True,False,MEDIUM,5,generated
Kolkata,Area_37539,OLD_CITY,WIDE,True,False,HIGH,3,generated
Bengaluru,Area_37540,OLD_CITY,WIDE,True,False,LOW,1,generated
Chennai,Area_37541,RURAL,NARROW,False,False,LOW,4,generated
Bengaluru,Area_37542,URBAN,NARROW,True,False,LOW,4,generated
Hyderabad,Area_37543,RURAL,WIDE,True,False,HIGH,1,generated
Kolkata,Area_37544,OLD_CITY,MEDIUM,True,True,LOW,5,generated
Hyderabad,Area_37545,OLD_CITY,WIDE,False,True,HIGH,2,generated
Mumbai,Area_37546,RURAL,NARROW,True,False,MEDIUM,3,generated
Bengaluru,Area_37547,URBAN,NARROW,True,False,HIGH,2,generated
Pune,Area_37548,OLD_CITY,MEDIUM,True,True,MEDIUM,2,generated
Chennai,Area_37549,RURAL,WIDE,True,False,LOW,2,generated
Bengaluru,Area_37550,OLD_CITY,WIDE,True,True,MEDIUM,3,generated
Delhi,Area_37551,RURAL,MEDIUM,True,False,LOW,5,generated
Mumbai,Area_37552,OLD_CITY,WIDE,False,False,MEDIUM,4,generated
Mumbai,Area_37553,URBAN,MEDIUM,True,True,MEDIUM,2,generated
Hyderabad,Area_37554,RURAL,WIDE,True,False,MEDIUM,5,generated
Pune,Area_37555,RURAL,NARROW,True,False,LOW,1,generated
Pune,Area_37556,OLD_CITY,NARROW,True,True,HIGH,1,generated
Pune,Area_37557,RURAL,MEDIUM,False,False,MEDIUM,5,generated
Chennai,Area_37558,RURAL,WIDE,True,False,LOW,2,generated
Kolkata,Area_37559,RURAL,NARROW,False,False,LOW,3,generated
Hyderabad,Area_37560,URBAN,MEDIUM,True,False,HIGH,1,generated
Kolkata,Area_37561,OLD_CITY,NARROW,True,True,MEDIUM,2,generated
Chennai,Area_37562,RURAL,MEDIUM,False,False,LOW,2,generated
Delhi,Area_37563,RURAL,MEDIUM,False,False,MEDIUM,2,generated
Delhi,Area_37564,RURAL,NARROW,True,False,MEDIUM,1,generated
Kolkata,Area_37565,URBAN,NARROW,False,False,HIGH,1,generated
Pune,Area_37566,RURAL,NARROW,True,False,LOW,5,generated
Pune,Area_37567,OLD_CITY,NARROW,True,True,MEDIUM,5,generated
Hyderabad,Area_37568,URBAN,WIDE,True,False,HIGH,5,generated
Delhi,Area_37569,OLD_CITY,NARROW,False,False,MEDIUM,5,generated
Pune,Area_37570,URBAN,WIDE,True,False,LOW,1,generated
Delhi,Area_37571,RURAL,NARROW,True,True,MEDIUM,3,generated
Chennai,Area_37572,RURAL,NARROW,True,False,LOW,4,generated
Chennai,Area_37573,OLD_CITY,WIDE,False,False,MEDIUM,2,generated
Pune,Area_37574,OLD_CITY,WIDE,True,False,HIGH,2,generated
Chennai,Area_37575,URBAN,NARROW,True,False,LOW,5,generated
Chennai,Area_37576,RURAL,WIDE,True,True,MEDIUM,5,generated
Delhi,Area_37577,OLD_CITY,MEDIUM,False,False,MEDIUM,1,generated
Hyderabad,Area_37578,RURAL,NARROW,True,True,LOW,1,generated
Pune,Area_37579,RURAL,MEDIUM,False,True,LOW,3,generated
Pune,Area_37580,RURAL,MEDIUM,True,True,MEDIUM,2,generated
Bengaluru,Area_37581,URBAN,NARROW,False,False,MEDIUM,2,generated
Delhi,Area_37582,RURAL,WIDE,False,False,LOW,2,generated
Delhi,Area_37583,OLD_CITY,MEDIUM,False,True,HIGH,2,generated
Kolkata,Area_37584,OLD_CITY,MEDIUM,False,False,HIGH,2,generated
Bengaluru,Area_37585,RURAL,NARROW,True,False,MEDIUM,3,generated
Pune,Area_37586,OLD_CITY,WIDE,False,False,MEDIUM,5,generated
Pune,Area_37587,RURAL,NARROW,True,False,LOW,3,generated
Kolkata,Area_37588,RURAL,NARROW,True,False,MEDIUM,5,generated
Chennai,Area_37589,OLD_CITY,MEDIUM,True,False,LOW,2,generated
Delhi,Area_37590,URBAN,WIDE,True,False,LOW,3,generated
Mumbai,Area_37591,URBAN,MEDIUM,True,False,HIGH,3,generated
Delhi,Area_37592,RURAL,WIDE,False,False,MEDIUM,5,generated
Mumbai,Area_37593,RURAL,MEDIUM,False,True,LOW,4,generated
Hyderabad,Area_37594,OLD_CITY,MEDIUM,False,True,HIGH,4,generated
Chennai,Area_37595,OLD_CITY,MEDIUM,True,False,HIGH,2,generated
Hyderabad,Area_37596,OLD_CITY,NARROW,True,True,LOW,1,generated
Mumbai,Area_37597,RURAL,MEDIUM,False,True,LOW,3,generated
Pune,Area_37598,OLD_CITY,MEDIUM,True,True,MEDIUM,2,generated
Hyderabad,Area_37599,OLD_CITY,NARROW,True,False,MEDIUM,2,generated
Delhi,Area_37600,RURAL,MEDIUM,False,False,HIGH,4,generated
Mumbai,Area_37601,OLD_CITY,NARROW,True,True,HIGH,4,generated
Hyderabad,Area_37602,URBAN,MEDIUM,False,True,LOW,4,generated
Delhi,Area_37603,RURAL,NARROW,False,False,LOW,5,generated
Kolkata,Area_37604,OLD_CITY,MEDIUM,True,False,HIGH,4,generated
Pune,Area_37605,RURAL,NARROW,True,False,HIGH,2,generated
Bengaluru,Area_37606,OLD_CITY,MEDIUM,True,True,MEDIUM,5,generated
