delivery_event_id,shipment_id,delivery_outcome,failure_reason,human_override_flag,delivery_delay_minutes
EVT040117,SHP040117,Delivered,None,False,184
EVT040118,SHP040118,Delivered,None,False,37
EVT040119,SHP040119,Delayed,Weather,False,105
EVT040120,SHP040120,Delivered,Traffic,False,225
EVT040121,SHP040121,Delivered,None,False,58
EVT040122,SHP040122,Delivered,Traffic,False,114
EVT040123,SHP040123,Delivered,Address Issue,False,89
EVT040124,SHP040124,Delivered,Weather,True,161
EVT040125,SHP040125,Delivered,Weather,False,229
EVT040126,SHP040126,Delivered,Weather,False,63
EVT040127,SHP040127,Delivered,Address Issue,True,129
EVT040128,SHP040128,Failed,Weather,False,231
EVT040129,SHP040129,Delivered,Customer Unavailable,False,121
EVT040130,SHP040130,Delivered,Weather,False,218
EVT040131,SHP040131,Delivered,Customer Unavailable,False,36
EVT040132,SHP040132,Delivered,Weather,False,203
EVT040133,SHP040133,Delivered,Address Issue,False,185
EVT040134,SHP040134,Delivered,Customer Unavailable,False,254
EVT040135,SHP040135,Delivered,None,False,136
EVT040136,SHP040136,Delivered,Address Issue,False,220
EVT040137,SHP040137,Delivered,Weather,False,258
EVT040138,SHP040138,Delayed,Address Issue,True,144
EVT040139,SHP040139,Delivered,None,False,180
EVT040140,SHP040140,Delivered,Weather,False,251
EVT040141,SHP040141,Delivered,None,False,61
EVT040142,SHP040142,Delivered,Customer Unavailable,False,295
EVT040143,SHP040143,Delivered,Customer Unavailable,False,161
EVT040144,SHP040144,Delivered,Address Issue,False,102
EVT040145,SHP040145,Delivered,None,False,31
EVT040146,SHP040146,Delivered,Customer Unavailable,False,124
EVT040147,SHP040147,Delivered,None,False,169
EVT040148,SHP040148,Delivered,Weather,False,25
EVT040149,SHP040149,Delivered,Address Issue,False,275
EVT040150,SHP040150,Delivered,None,False,274
EVT040151,SHP040151,Delivered,Address Issue,False,293
EVT040152,SHP040152,Delivered,Customer Unavailable,False,136
EVT040153,SHP040153,Delivered,None,False,137
EVT040154,SHP040154,Delivered,Customer Unavailable,False,89
EVT040155,SHP040155,Delayed,Weather,False,285
EVT040156,SHP040156,Delayed,Address Issue,False,287
EVT040157,SHP040157,Delivered,Traffic,False,39
EVT040158,SHP040158,Delivered,Weather,False,9
EVT040159,SHP040159,Delivered,None,False,160
EVT040160,SHP040160,Delivered,None,False,22
EVT040161,SHP040161,Delivered,Customer Unavailable,False,50
EVT040162,SHP040162,Delivered,Customer Unavailable,False,263
EVT040163,SHP040163,Delayed,Customer Unavailable,True,260
EVT040164,SHP040164,Delivered,Address Issue,False,102
EVT040165,SHP040165,Delivered,Customer Unavailable,False,127
EVT040166,SHP040166,Delayed,Address Issue,False,75
EVT040167,SHP040167,Delivered,None,False,277
EVT040168,SHP040168,Delayed,Weather,False,264
EVT040169,SHP040169,Delivered,Address Issue,True,17
EVT040170,SHP040170,Delivered,None,True,1
EVT040171,SHP040171,Delivered,None,False,144
EVT040172,SHP040172,Delayed,None,False,19
EVT040173,SHP040173,Delivered,Weather,False,113
EVT040174,SHP040174,Delivered,None,False,206
EVT040175,SHP040175,Delivered,Weather,False,65
EVT040176,SHP040176,Delivered,Customer Unavailable,True,279
EVT040177,SHP040177,Delayed,Customer Unavailable,False,290
EVT040178,SHP040178,Delivered,Weather,False,14
EVT040179,SHP040179,Delivered,Customer Unavailable,False,150
EVT040180,SHP040180,Delivered,Address Issue,False,274
EVT040181,SHP040181,Delivered,None,False,171
EVT040182,SHP040182,Delayed,None,False,68
EVT040183,SHP040183,Delivered,Customer Unavailable,False,182
EVT040184,SHP040184,Delivered,None,False,96
EVT040185,SHP040185,Delivered,None,False,137
EVT040186,SHP040186,Delivered,None,False,194
EVT040187,SHP040187,Failed,None,False,298
EVT040188,SHP040188,Delivered,None,False,74
EVT040189,SHP040189,Failed,Customer Unavailable,False,220
EVT040190,SHP040190,Delivered,None,False,162
EVT040191,SHP040191,Delivered,Address Issue,True,32
EVT040192,SHP040192,Delivered,Weather,False,266
EVT040193,SHP040193,Delivered,Weather,False,290
EVT040194,SHP040194,Delivered,None,True,293
EVT040195,SHP040195,Delivered,None,False,16
EVT040196,SHP040196,Delivered,None,False,20
EVT040197,SHP040197,Delayed,Weather,False,82
EVT040198,SHP040198,Delivered,Customer Unavailable,False,169
EVT040199,SHP040199,Delivered,Address Issue,False,285
EVT040200,SHP040200,Delivered,Weather,False,103
EVT040201,SHP040201,Delivered,None,False,213
EVT040202,SHP040202,Failed,Traffic,True,53
EVT040203,SHP040203,Delayed,Customer Unavailable,False,122
EVT040204,SHP040204,Delivered,Weather,False,23
EVT040205,SHP040205,Delivered,Customer Unavailable,False,27
EVT040206,SHP040206,Delivered,None,True,101
EVT040207,SHP040207,Failed,None,False,227
EVT040208,SHP040208,Delivered,None,False,119
EVT040209,SHP040209,Delivered,Customer Unavailable,False,66
EVT040210,SHP040210,Delayed,None,False,9
EVT040211,SHP040211,Failed,Address Issue,False,251
EVT040212,SHP040212,Delivered,Address Issue,False,274
EVT040213,SHP040213,Delivered,Weather,False,161
EVT040214,SHP040214,Delivered,Customer Unavailable,False,175
EVT040215,SHP040215,Delivered,Address Issue,False,103
EVT040216,SHP040216,Delayed,Traffic,False,261
EVT040217,SHP040217,Delivered,None,False,287
EVT040218,SHP040218,Delayed,None,False,212
EVT040219,SHP040219,Delivered,Weather,False,47
EVT040220,SHP040220,Delayed,Customer Unavailable,True,37
EVT040221,SHP040221,Delivered,Address Issue,False,100
EVT040222,SHP040222,Delivered,None,False,175
EVT040223,SHP040223,Delivered,Weather,False,39
EVT040224,SHP040224,Delivered,Weather,True,44
EVT040225,SHP040225,Failed,Traffic,False,2
EVT040226,SHP040226,Delivered,Customer Unavailable,False,166
EVT040227,SHP040227,Failed,Address Issue,False,264
EVT040228,SHP040228,Delivered,None,False,175
EVT040229,SHP040229,Delivered,None,False,56
EVT040230,SHP040230,Delivered,Customer Unavailable,False,76
EVT040231,SHP040231,Delivered,Customer Unavailable,False,64
EVT040232,SHP040232,Delivered,Weather,False,45
EVT040233,SHP040233,Delivered,None,False,160
EVT040234,SHP040234,Delivered,None,False,143
EVT040235,SHP040235,Delivered,None,False,290
EVT040236,SHP040236,Delivered,Address Issue,False,252
EVT040237,SHP040237,Delayed,None,False,26
EVT040238,SHP040238,Failed,Address Issue,True,107
EVT040239,SHP040239,Delivered,None,False,127
EVT040240,SHP040240,Delivered,Customer Unavailable,False,150
EVT040241,SHP040241,Delivered,None,True,159
EVT040242,SHP040242,Delivered,Address Issue,False,71
EVT040243,SHP040243,Delivered,Weather,False,119
EVT040244,SHP040244,Delayed,Customer Unavailable,True,56
EVT040245,SHP040245,Delivered,None,False,231
EVT040246,SHP040246,Delivered,Traffic,False,151
EVT040247,SHP040247,Delivered,None,False,204
EVT040248,SHP040248,Delivered,Address Issue,False,190
EVT040249,SHP040249,Delayed,Customer Unavailable,False,232
EVT040250,SHP040250,Delivered,None,False,151
EVT040251,SHP040251,Delivered,Traffic,False,239
EVT040252,SHP040252,Delayed,Customer Unavailable,False,7
EVT040253,SHP040253,Delivered,Address Issue,True,211
EVT040254,SHP040254,Delivered,None,False,69
EVT040255,SHP040255,Delayed,Weather,False,43
EVT040256,SHP040256,Delayed,Address Issue,True,85
EVT040257,SHP040257,Delayed,None,True,40
EVT040258,SHP040258,Delivered,None,False,298
EVT040259,SHP040259,Delivered,Customer Unavailable,True,33
EVT040260,SHP040260,Delivered,Weather,True,62
EVT040261,SHP040261,Delivered,Address Issue,True,24
EVT040262,SHP040262,Delayed,Customer Unavailable,False,191
EVT040263,SHP040263,Delivered,None,True,205
EVT040264,SHP040264,Delayed,None,False,172
EVT040265,SHP040265,Delayed,None,False,199
EVT040266,SHP040266,Delivered,Weather,False,130
EVT040267,SHP040267,Delivered,Customer Unavailable,False,153
EVT040268,SHP040268,Delivered,None,True,237
EVT040269,SHP040269,Delivered,Address Issue,False,22
EVT040270,SHP040270,Delivered,Address Issue,False,154
EVT040271,SHP040271,Delivered,None,False,25
EVT040272,SHP040272,Delayed,None,False,50
EVT040273,SHP040273,Failed,Customer Unavailable,True,145
EVT040274,SHP040274,Delivered,None,False,274
EVT040275,SHP040275,Delivered,None,False,182
EVT040276,SHP040276,Failed,Weather,True,241
EVT040277,SHP040277,Delivered,None,False,155
EVT040278,SHP040278,Failed,None,False,143
EVT040279,SHP040279,Delivered,Traffic,False,89
EVT040280,SHP040280,Delayed,Address Issue,False,32
EVT040281,SHP040281,Delivered,None,False,82
EVT040282,SHP040282,Delivered,Weather,False,201
EVT040283,SHP040283,Delivered,None,False,138
EVT040284,SHP040284,Delivered,Customer Unavailable,False,28
EVT040285,SHP040285,Delayed,Address Issue,False,12
EVT040286,SHP040286,Delivered,Weather,False,246
EVT040287,SHP040287,Delivered,None,False,77
EVT040288,SHP040288,Delivered,Traffic,False,229
EVT040289,SHP040289,Delivered,Traffic,False,124
EVT040290,SHP040290,Delivered,Weather,False,77
EVT040291,SHP040291,Delivered,Weather,False,50
EVT040292,SHP040292,Delivered,Weather,False,270
EVT040293,SHP040293,Delivered,Traffic,False,63
EVT040294,SHP040294,Delivered,Customer Unavailable,False,0
EVT040295,SHP040295,Delivered,Traffic,False,50
EVT040296,SHP040296,Delayed,None,False,139
EVT040297,SHP040297,Failed,None,False,196
EVT040298,SHP040298,Delivered,Address Issue,False,252
EVT040299,SHP040299,Delivered,Address Issue,False,73
EVT040300,SHP040300,Delivered,None,False,203
EVT040301,SHP040301,Delivered,None,False,104
EVT040302,SHP040302,Delivered,Traffic,False,177
EVT040303,SHP040303,Failed,None,True,116
EVT040304,SHP040304,Delivered,Customer Unavailable,False,164
EVT040305,SHP040305,Delayed,Traffic,False,265
EVT040306,SHP040306,Delivered,Weather,False,248
EVT040307,SHP040307,Delayed,None,False,112
EVT040308,SHP040308,Delivered,Address Issue,False,148
EVT040309,SHP040309,Delivered,Weather,True,287
EVT040310,SHP040310,Delivered,Address Issue,False,172
EVT040311,SHP040311,Delivered,Customer Unavailable,False,153
EVT040312,SHP040312,Delivered,Customer Unavailable,False,23
EVT040313,SHP040313,Delivered,Address Issue,True,232
EVT040314,SHP040314,Delayed,None,False,152
EVT040315,SHP040315,Delayed,Weather,False,86
EVT040316,SHP040316,Delivered,Customer Unavailable,True,6
EVT040317,SHP040317,Delivered,None,True,65
EVT040318,SHP040318,Delivered,None,False,162
EVT040319,SHP040319,Delivered,Address Issue,False,142
EVT040320,SHP040320,Delivered,Customer Unavailable,False,156
EVT040321,SHP040321,Delivered,Weather,True,254
EVT040322,SHP040322,Delivered,None,False,183
EVT040323,SHP040323,Delayed,None,False,176
EVT040324,SHP040324,Delivered,Customer Unavailable,False,100
EVT040325,SHP040325,Delivered,Address Issue,False,17
EVT040326,SHP040326,Delivered,None,False,58
EVT040327,SHP040327,Delivered,Weather,True,231
EVT040328,SHP040328,Delivered,Customer Unavailable,True,294
EVT040329,SHP040329,Delivered,None,False,26
EVT040330,SHP040330,Delivered,None,True,275
EVT040331,SHP040331,Delivered,None,False,98
EVT040332,SHP040332,Delivered,Weather,False,35
EVT040333,SHP040333,Delivered,Address Issue,False,131
EVT040334,SHP040334,Delivered,Weather,True,200
EVT040335,SHP040335,Delivered,None,True,153
EVT040336,SHP040336,Delivered,None,False,173
EVT040337,SHP040337,Delayed,Customer Unavailable,False,88
EVT040338,SHP040338,Delivered,Address Issue,False,210
EVT040339,SHP040339,Delivered,Traffic,False,114
EVT040340,SHP040340,Delivered,Weather,False,60
EVT040341,SHP040341,Delivered,Customer Unavailable,True,33
EVT040342,SHP040342,Delivered,Address Issue,False,144
EVT040343,SHP040343,Delivered,Customer Unavailable,False,234
EVT040344,SHP040344,Delivered,None,False,178
EVT040345,SHP040345,Delivered,Traffic,False,272
EVT040346,SHP040346,Delivered,Address Issue,False,28
EVT040347,SHP040347,Failed,Weather,False,135
EVT040348,SHP040348,Delivered,Address Issue,False,257
EVT040349,SHP040349,Delivered,Customer Unavailable,False,115
EVT040350,SHP040350,Delivered,Customer Unavailable,False,28
EVT040351,SHP040351,Delayed,Customer Unavailable,False,217
EVT040352,SHP040352,Delivered,None,False,127
EVT040353,SHP040353,Delivered,Address Issue,False,297
EVT040354,SHP040354,Delivered,Address Issue,False,91
EVT040355,SHP040355,Delivered,Address Issue,False,200
EVT040356,SHP040356,Delivered,Address Issue,True,77
EVT040357,SHP040357,Delivered,Address Issue,False,131
EVT040358,SHP040358,Delivered,None,False,132
EVT040359,SHP040359,Delayed,Customer Unavailable,False,197
EVT040360,SHP040360,Delayed,Customer Unavailable,False,215
EVT040361,SHP040361,Delivered,Weather,True,123
EVT040362,SHP040362,Delayed,None,False,50
EVT040363,SHP040363,Delivered,Customer Unavailable,False,256
EVT040364,SHP040364,Delayed,Customer Unavailable,False,272
EVT040365,SHP040365,Delivered,Address Issue,True,26
EVT040366,SHP040366,Failed,None,True,247
EVT040367,SHP040367,Failed,Traffic,False,269
EVT040368,SHP040368,Delivered,Customer Unavailable,False,128
EVT040369,SHP040369,Delivered,None,False,29
EVT040370,SHP040370,Delivered,Address Issue,True,147
EVT040371,SHP040371,Delivered,Customer Unavailable,False,244
EVT040372,SHP040372,Delayed,Address Issue,False,159
EVT040373,SHP040373,Delayed,Customer Unavailable,False,200
EVT040374,SHP040374,Delivered,Address Issue,False,194
EVT040375,SHP040375,Delivered,Address Issue,False,199
EVT040376,SHP040376,Delivered,Customer Unavailable,True,162
EVT040377,SHP040377,Delivered,Address Issue,False,292
EVT040378,SHP040378,Delivered,Customer Unavailable,False,268
EVT040379,SHP040379,Delivered,Address Issue,False,137
EVT040380,SHP040380,Delivered,Traffic,False,123
EVT040381,SHP040381,Delivered,Customer Unavailable,False,114
EVT040382,SHP040382,Delivered,Customer Unavailable,False,188
EVT040383,SHP040383,Delivered,None,False,33
EVT040384,SHP040384,Delivered,Traffic,True,248
EVT040385,SHP040385,Delivered,None,False,217
EVT040386,SHP040386,Delivered,None,False,28
EVT040387,SHP040387,Delayed,Address Issue,False,212
EVT040388,SHP040388,Delivered,None,False,94
EVT040389,SHP040389,Delivered,Weather,False,154
EVT040390,SHP040390,Delivered,Customer Unavailable,False,162
EVT040391,SHP040391,Delivered,Traffic,False,175
EVT040392,SHP040392,Delivered,None,False,254
EVT040393,SHP040393,Failed,None,False,283
EVT040394,SHP040394,Delivered,None,False,126
EVT040395,SHP040395,Delivered,None,False,27
EVT040396,SHP040396,Delivered,Customer Unavailable,False,12
EVT040397,SHP040397,Delivered,Address Issue,False,143
EVT040398,SHP040398,Delivered,Weather,True,53
EVT040399,SHP040399,Delivered,Address Issue,True,292
EVT040400,SHP040400,Delivered,None,False,92
EVT040401,SHP040401,Failed,Customer Unavailable,False,43
EVT040402,SHP040402,Delivered,Customer Unavailable,False,118
EVT040403,SHP040403,Delayed,Customer Unavailable,False,128
EVT040404,SHP040404,Failed,Customer Unavailable,False,136
EVT040405,SHP040405,Delivered,Customer Unavailable,False,23
EVT040406,SHP040406,Delivered,Weather,False,139
EVT040407,SHP040407,Delayed,Address Issue,False,185
EVT040408,SHP040408,Delivered,Address Issue,True,278
EVT040409,SHP040409,Failed,None,False,69
EVT040410,SHP040410,Delivered,None,False,20
EVT040411,SHP040411,Delayed,None,True,168
EVT040412,SHP040412,Delivered,Customer Unavailable,False,265
EVT040413,SHP040413,Delivered,Address Issue,False,124
EVT040414,SHP040414,Delivered,Address Issue,False,20
EVT040415,SHP040415,Delivered,None,False,14
EVT040416,SHP040416,Delivered,Customer Unavailable,False,3
EVT040417,SHP040417,Delivered,Address Issue,False,198
EVT040418,SHP040418,Delivered,Address Issue,False,44
EVT040419,SHP040419,Delivered,Address Issue,True,235
EVT040420,SHP040420,Delivered,Address Issue,False,229
EVT040421,SHP040421,Delivered,None,False,254
EVT040422,SHP040422,Delayed,None,False,48
EVT040423,SHP040423,Delayed,Address Issue,True,56
EVT040424,SHP040424,Delayed,Customer Unavailable,True,73
EVT040425,SHP040425,Delivered,Weather,False,135
EVT040426,SHP040426,Delivered,Weather,False,113
EVT040427,SHP040427,Delivered,None,True,61
EVT040428,SHP040428,Delivered,Address Issue,False,87
EVT040429,SHP040429,Delivered,None,False,188
EVT040430,SHP040430,Delivered,Traffic,False,269
EVT040431,SHP040431,Delivered,None,False,131
EVT040432,SHP040432,Delivered,Weather,False,103
EVT040433,SHP040433,Delivered,Address Issue,False,174
EVT040434,SHP040434,Delivered,Customer Unavailable,False,247
EVT040435,SHP040435,Delivered,None,True,173
EVT040436,SHP040436,Delivered,Traffic,True,97
EVT040437,SHP040437,Delivered,Traffic,False,102
EVT040438,SHP040438,Delivered,Customer Unavailable,True,160
EVT040439,SHP040439,Delivered,None,False,0
EVT040440,SHP040440,Delivered,None,False,286
EVT040441,SHP040441,Delivered,Address Issue,False,271
EVT040442,SHP040442,Delayed,None,False,17
EVT040443,SHP040443,Delayed,None,False,245
EVT040444,SHP040444,Delivered,Customer Unavailable,False,58
EVT040445,SHP040445,Delivered,Customer Unavailable,False,275
EVT040446,SHP040446,Delivered,Traffic,False,197
EVT040447,SHP040447,Delivered,Address Issue,True,214
EVT040448,SHP040448,Delivered,Address Issue,False,133
EVT040449,SHP040449,Delivered,Weather,False,12
EVT040450,SHP040450,Delivered,Traffic,False,49
EVT040451,SHP040451,Delayed,Customer Unavailable,False,94
EVT040452,SHP040452,Delivered,Address Issue,False,25
EVT040453,SHP040453,Delivered,Address Issue,False,106
EVT040454,SHP040454,Delivered,Customer Unavailable,False,260
EVT040455,SHP040455,Delivered,Customer Unavailable,True,225
EVT040456,SHP040456,Delayed,Customer Unavailable,False,25
EVT040457,SHP040457,Failed,None,False,239
EVT040458,SHP040458,Failed,Address Issue,False,71
EVT040459,SHP040459,Delivered,Address Issue,False,183
EVT040460,SHP040460,Delivered,Address Issue,False,176
EVT040461,SHP040461,Delivered,Address Issue,False,269
EVT040462,SHP040462,Delayed,Address Issue,False,66
EVT040463,SHP040463,Delivered,Weather,True,152
EVT040464,SHP040464,Delivered,Address Issue,False,230
EVT040465,SHP040465,Delivered,Weather,False,59
EVT040466,SHP040466,Delayed,Customer Unavailable,False,290
EVT040467,SHP040467,Delivered,Customer Unavailable,False,154
EVT040468,SHP040468,Delivered,Customer Unavailable,True,54
EVT040469,SHP040469,Delivered,None,False,238
EVT040470,SHP040470,Delivered,Traffic,False,265
EVT040471,SHP040471,Delayed,Address Issue,False,128
EVT040472,SHP040472,Delivered,None,False,73
EVT040473,SHP040473,Delivered,None,False,184
EVT040474,SHP040474,Delivered,None,True,156
EVT040475,SHP040475,Delivered,Traffic,False,63
EVT040476,SHP040476,Delayed,Customer Unavailable,False,250
EVT040477,SHP040477,Delivered,Address Issue,False,295
EVT040478,SHP040478,Failed,Address Issue,True,293
EVT040479,SHP040479,Delivered,None,False,292
EVT040480,SHP040480,Delayed,Address Issue,False,164
EVT040481,SHP040481,Delayed,Traffic,False,262
EVT040482,SHP040482,Delivered,Weather,False,111
EVT040483,SHP040483,Delivered,Customer Unavailable,False,46
EVT040484,SHP040484,Delivered,None,False,289
EVT040485,SHP040485,Delivered,None,True,163
EVT040486,SHP040486,Delivered,Address Issue,False,27
EVT040487,SHP040487,Delivered,None,False,39
EVT040488,SHP040488,Delivered,Traffic,False,74
EVT040489,SHP040489,Delivered,Weather,False,299
EVT040490,SHP040490,Delivered,Traffic,True,2
EVT040491,SHP040491,Failed,Customer Unavailable,False,83
EVT040492,SHP040492,Delivered,Customer Unavailable,True,8
EVT040493,SHP040493,Delivered,Traffic,False,42
EVT040494,SHP040494,Delivered,None,False,258
EVT040495,SHP040495,Delivered,None,True,58
EVT040496,SHP040496,Delivered,None,False,21
EVT040497,SHP040497,Delivered,Traffic,False,105
EVT040498,SHP040498,Delivered,Customer Unavailable,False,87
EVT040499,SHP040499,Delayed,Address Issue,False,103
EVT040500,SHP040500,Delivered,Customer Unavailable,True,290
EVT040501,SHP040501,Delayed,Address Issue,False,119
EVT040502,SHP040502,Delivered,Traffic,False,246
EVT040503,SHP040503,Delayed,Customer Unavailable,False,107
EVT040504,SHP040504,Delivered,Customer Unavailable,False,146
EVT040505,SHP040505,Delivered,Address Issue,True,222
EVT040506,SHP040506,Delayed,None,False,287
EVT040507,SHP040507,Delivered,Weather,False,141
EVT040508,SHP040508,Delivered,None,False,54
EVT040509,SHP040509,Delivered,Address Issue,False,277
EVT040510,SHP040510,Delivered,None,False,245
EVT040511,SHP040511,Delivered,None,True,213
EVT040512,SHP040512,Delivered,None,False,190
EVT040513,SHP040513,Delivered,Traffic,False,244
EVT040514,SHP040514,Delivered,None,False,46
EVT040515,SHP040515,Delivered,Weather,False,80
EVT040516,SHP040516,Delivered,Weather,False,91
EVT040517,SHP040517,Delivered,Weather,False,254
EVT040518,SHP040518,Delayed,None,False,223
EVT040519,SHP040519,Delivered,Customer Unavailable,False,194
EVT040520,SHP040520,Delivered,Weather,False,149
EVT040521,SHP040521,Delivered,Weather,True,23
EVT040522,SHP040522,Failed,None,True,266
EVT040523,SHP040523,Failed,Weather,True,290
EVT040524,SHP040524,Delivered,None,False,209
EVT040525,SHP040525,Delivered,None,False,78
EVT040526,SHP040526,Delivered,None,False,100
EVT040527,SHP040527,Delivered,None,True,110
EVT040528,SHP040528,Failed,None,False,266
EVT040529,SHP040529,Delayed,Weather,False,175
EVT040530,SHP040530,Delivered,Address Issue,False,171
EVT040531,SHP040531,Delivered,None,False,195
EVT040532,SHP040532,Delivered,Traffic,False,98
EVT040533,SHP040533,Delivered,None,False,32
EVT040534,SHP040534,Delivered,None,False,244
EVT040535,SHP040535,Delayed,Customer Unavailable,False,200
EVT040536,SHP040536,Delivered,None,False,226
EVT040537,SHP040537,Delivered,Customer Unavailable,False,274
EVT040538,SHP040538,Delivered,Traffic,False,14
EVT040539,SHP040539,Delivered,Customer Unavailable,True,248
EVT040540,SHP040540,Delivered,None,True,139
EVT040541,SHP040541,Delivered,Customer Unavailable,False,28
EVT040542,SHP040542,Delivered,None,False,241
EVT040543,SHP040543,Delivered,None,False,79
EVT040544,SHP040544,Delivered,Customer Unavailable,False,131
EVT040545,SHP040545,Delivered,Customer Unavailable,True,189
EVT040546,SHP040546,Delivered,Customer Unavailable,False,206
EVT040547,SHP040547,Delivered,Customer Unavailable,False,40
EVT040548,SHP040548,Delivered,Customer Unavailable,False,19
EVT040549,SHP040549,Delivered,Traffic,False,78
EVT040550,SHP040550,Delivered,None,False,37
EVT040551,SHP040551,Delayed,Address Issue,False,118
EVT040552,SHP040552,Delayed,Customer Unavailable,False,275
EVT040553,SHP040553,Delayed,Traffic,True,10
EVT040554,SHP040554,Delivered,None,True,53
EVT040555,SHP040555,Delivered,Weather,True,230
EVT040556,SHP040556,Delivered,None,False,8
EVT040557,SHP040557,Delivered,Weather,False,219
EVT040558,SHP040558,Delivered,Weather,False,152
EVT040559,SHP040559,Delivered,Address Issue,True,130
EVT040560,SHP040560,Delayed,Traffic,False,142
EVT040561,SHP040561,Delivered,Customer Unavailable,False,83
EVT040562,SHP040562,Delivered,Weather,False,146
EVT040563,SHP040563,Delivered,None,False,230
EVT040564,SHP040564,Failed,Customer Unavailable,False,24
EVT040565,SHP040565,Delivered,None,False,267
EVT040566,SHP040566,Delivered,Weather,False,130
EVT040567,SHP040567,Delivered,Weather,False,79
EVT040568,SHP040568,Delivered,None,False,144
EVT040569,SHP040569,Delivered,None,False,17
EVT040570,SHP040570,Delivered,Weather,False,180
EVT040571,SHP040571,Delivered,Customer Unavailable,False,133
EVT040572,SHP040572,Delivered,None,False,145
EVT040573,SHP040573,Delivered,None,False,293
EVT040574,SHP040574,Delivered,Weather,False,17
EVT040575,SHP040575,Delivered,Customer Unavailable,False,2
EVT040576,SHP040576,Delivered,None,False,283
EVT040577,SHP040577,Delivered,Traffic,False,64
EVT040578,SHP040578,Delivered,Traffic,False,80
EVT040579,SHP040579,Delayed,Weather,False,188
EVT040580,SHP040580,Delivered,None,False,156
EVT040581,SHP040581,Delivered,None,False,159
EVT040582,SHP040582,Delivered,Customer Unavailable,True,16
EVT040583,SHP040583,Delayed,Weather,True,69
EVT040584,SHP040584,Delivered,Customer Unavailable,False,276
EVT040585,SHP040585,Failed,None,True,219
EVT040586,SHP040586,Delivered,Weather,False,285
EVT040587,SHP040587,Delivered,None,False,107
EVT040588,SHP040588,Delayed,Customer Unavailable,False,3
EVT040589,SHP040589,Failed,Customer Unavailable,False,146
EVT040590,SHP040590,Delivered,None,True,131
EVT040591,SHP040591,Delivered,Weather,False,202
EVT040592,SHP040592,Delivered,None,False,143
EVT040593,SHP040593,Delivered,Traffic,True,226
EVT040594,SHP040594,Delivered,None,True,225
EVT040595,SHP040595,Delivered,Traffic,False,177
EVT040596,SHP040596,Delivered,None,False,169
EVT040597,SHP040597,Failed,Customer Unavailable,True,36
EVT040598,SHP040598,Delivered,None,False,110
EVT040599,SHP040599,Delivered,Address Issue,False,288
EVT040600,SHP040600,Delivered,Weather,False,276
EVT040601,SHP040601,Delivered,Weather,False,265
EVT040602,SHP040602,Delivered,Address Issue,False,202
EVT040603,SHP040603,Delivered,Address Issue,True,252
EVT040604,SHP040604,Delivered,Customer Unavailable,True,98
EVT040605,SHP040605,Delivered,Traffic,False,193
EVT040606,SHP040606,Delivered,Weather,True,226
EVT040607,SHP040607,Delivered,Customer Unavailable,False,297
EVT040608,SHP040608,Delivered,Customer Unavailable,False,59
EVT040609,SHP040609,Delivered,Weather,False,30
EVT040610,SHP040610,Delivered,Address Issue,False,37
EVT040611,SHP040611,Delivered,Address Issue,False,259
EVT040612,SHP040612,Delivered,Customer Unavailable,False,134
EVT040613,SHP040613,Delivered,Address Issue,False,284
EVT040614,SHP040614,Delayed,Customer Unavailable,True,1
EVT040615,SHP040615,Delivered,Customer Unavailable,False,185
EVT040616,SHP040616,Delivered,Customer Unavailable,False,47
EVT040617,SHP040617,Delivered,None,False,213
EVT040618,SHP040618,Delivered,Customer Unavailable,False,283
EVT040619,SHP040619,Delivered,Traffic,False,32
EVT040620,SHP040620,Delivered,Address Issue,True,16
EVT040621,SHP040621,Delivered,Customer Unavailable,False,40
EVT040622,SHP040622,Delivered,None,True,13
EVT040623,SHP040623,Delivered,Customer Unavailable,False,249
EVT040624,SHP040624,Delivered,Weather,False,292
EVT040625,SHP040625,Delayed,Customer Unavailable,False,191
EVT040626,SHP040626,Delivered,None,False,225
EVT040627,SHP040627,Delivered,Address Issue,False,245
EVT040628,SHP040628,Failed,Customer Unavailable,False,267
EVT040629,SHP040629,Delayed,None,True,256
EVT040630,SHP040630,Failed,Customer Unavailable,False,100
EVT040631,SHP040631,Delivered,Weather,False,183
EVT040632,SHP040632,Delivered,None,False,244
EVT040633,SHP040633,Delivered,Weather,False,34
EVT040634,SHP040634,Delivered,Weather,True,44
EVT040635,SHP040635,Delayed,Address Issue,False,133
EVT040636,SHP040636,Delivered,Address Issue,True,177
EVT040637,SHP040637,Delivered,Address Issue,False,180
EVT040638,SHP040638,Delivered,Traffic,False,109
EVT040639,SHP040639,Delivered,None,True,98
EVT040640,SHP040640,Delivered,Traffic,False,209
EVT040641,SHP040641,Delivered,Customer Unavailable,False,180
EVT040642,SHP040642,Delayed,Customer Unavailable,False,187
EVT040643,SHP040643,Delayed,Traffic,True,272
EVT040644,SHP040644,Delivered,None,False,200
EVT040645,SHP040645,Failed,None,False,288
EVT040646,SHP040646,Delivered,Customer Unavailable,False,280
EVT040647,SHP040647,Delivered,None,False,235
EVT040648,SHP040648,Delivered,Weather,False,105
EVT040649,SHP040649,Failed,Traffic,False,241
EVT040650,SHP040650,Delivered,None,False,2
EVT040651,SHP040651,Delivered,Weather,False,54
EVT040652,SHP040652,Delivered,None,True,263
EVT040653,SHP040653,Delivered,None,False,279
EVT040654,SHP040654,Delivered,Address Issue,False,102
