weather_event_id,city,rainfall_mm,weather_severity,weather_impact_factor
WTH048375,Pune,6.62,Low,36
WTH048376,Hyderabad,1.71,Low,5
WTH048377,Mumbai,0.57,Medium,20
WTH048378,Delhi,0.83,Low,49
WTH048379,Chennai,0.16,Low,39
WTH048380,Chennai,7.22,Medium,33
WTH048381,Hyderabad,0.49,Low,12
WTH048382,Pune,3.35,Low,25
WTH048383,Mumbai,4.37,Medium,33
WTH048384,Kolkata,3.97,Low,10
WTH048385,Kolkata,2.7,Low,10
WTH048386,Chennai,2.88,Medium,40
WTH048387,Bangalore,2.3,Medium,38
WTH048388,Delhi,4.05,High,98
WTH048389,Hyderabad,0.13,Medium,17
WTH048390,Hyderabad,0.96,Medium,38
WTH048391,Hyderabad,0.86,Low,53
WTH048392,Pune,7.03,Low,22
WTH048393,Pune,1.08,Low,7
WTH048394,Ahmedabad,2.96,Low,26
WTH048395,Hyderabad,1.97,Low,39
WTH048396,Hyderabad,14.14,Low,41
WTH048397,Kolkata,1.41,High,65
WTH048398,Mumbai,1.14,Medium,14
WTH048399,Mumbai,5.54,Low,21
WTH048400,Ahmedabad,6.95,Low,44
WTH048401,Delhi,5.07,Low,31
WTH048402,Kolkata,13.65,Low,59
WTH048403,Mumbai,3.69,Low,55
WTH048404,Bangalore,2.17,Medium,56
WTH048405,Delhi,2.36,Medium,31
WTH048406,Ahmedabad,0.45,Low,27
WTH048407,Kolkata,9.85,Low,24
WTH048408,Chennai,5.31,Low,15
WTH048409,Delhi,0.06,Low,51
WTH048410,Ahmedabad,4.6,Low,39
WTH048411,Bangalore,6.0,Medium,32
WTH048412,Pune,0.15,Low,24
WTH048413,Mumbai,0.26,Medium,14
WTH048414,Bangalore,2.43,Medium,22
WTH048415,Bangalore,1.13,Low,50
WTH048416,Pune,2.59,Medium,15
WTH048417,Bangalore,0.6,Low,20
WTH048418,Pune,1.11,Low,59
WTH048419,Bangalore,0.73,Low,29
WTH048420,Pune,1.62,Low,58
WTH048421,Chennai,5.7,Medium,17
WTH048422,Hyderabad,0.33,Low,24
WTH048423,Delhi,0.42,Low,48
WTH048424,Mumbai,0.5,Medium,31
WTH048425,Chennai,0.7,Medium,15
WTH048426,Delhi,0.27,Low,41
WTH048427,Kolkata,3.12,Low,26
WTH048428,Chennai,0.7,Low,37
WTH048429,Chennai,5.2,Low,9
WTH048430,Ahmedabad,2.36,Low,19
WTH048431,Kolkata,1.69,Low,47
WTH048432,Hyderabad,4.83,Low,32
WTH048433,Chennai,0.92,Low,50
WTH048434,Hyderabad,1.5,High,78
WTH048435,Delhi,12.02,Medium,40
WTH048436,Pune,9.51,Low,10
WTH048437,Bangalore,6.84,Low,31
WTH048438,Bangalore,1.1,Low,23
WTH048439,Mumbai,5.38,Medium,20
WTH048440,Pune,1.03,Low,14
WTH048441,Pune,4.53,High,70
WTH048442,Kolkata,1.15,Low,35
WTH048443,Chennai,0.49,Low,42
WTH048444,Kolkata,1.43,High,90
WTH048445,Mumbai,0.75,Low,15
WTH048446,Chennai,4.59,Low,43
WTH048447,Kolkata,0.48,Medium,44
WTH048448,Bangalore,2.06,Low,22
WTH048449,Hyderabad,4.46,Low,34
WTH048450,Chennai,1.3,High,77
WTH048451,Delhi,0.77,Medium,12
WTH048452,Delhi,2.98,Medium,31
WTH048453,Pune,0.38,Low,24
WTH048454,Delhi,3.64,Medium,30
WTH048455,Bangalore,5.56,Low,37
WTH048456,Mumbai,2.22,Low,40
WTH048457,Chennai,1.28,High,69
WTH048458,Hyderabad,4.08,Medium,32
WTH048459,Delhi,0.74,Medium,59
WTH048460,Delhi,0.4,High,61
WTH048461,Ahmedabad,3.25,Low,58
WTH048462,Bangalore,1.09,Low,23
WTH048463,Bangalore,6.28,Low,55
WTH048464,Pune,0.36,Low,44
WTH048465,Chennai,7.23,High,60
WTH048466,Bangalore,2.4,High,75
WTH048467,Mumbai,6.5,Low,36
WTH048468,Bangalore,7.88,Low,10
WTH048469,Hyderabad,1.16,Low,57
WTH048470,Bangalore,3.52,Low,50
WTH048471,Bangalore,4.86,High,67
WTH048472,Ahmedabad,5.64,Medium,55
WTH048473,Delhi,3.3,Low,46
WTH048474,Hyderabad,7.15,Low,55
WTH048475,Ahmedabad,2.34,Low,42
WTH048476,Kolkata,4.3,Medium,12
WTH048477,Pune,0.71,Medium,13
WTH048478,Ahmedabad,1.23,High,73
WTH048479,Kolkata,1.3,Medium,58
WTH048480,Chennai,1.69,High,64
WTH048481,Kolkata,1.89,Low,57
WTH048482,Hyderabad,4.35,High,76
WTH048483,Ahmedabad,9.51,Medium,31
WTH048484,Hyderabad,1.59,Medium,31
WTH048485,Ahmedabad,0.33,Medium,46
WTH048486,Ahmedabad,2.13,Low,6
WTH048487,Bangalore,0.74,Medium,42
WTH048488,Hyderabad,7.36,Low,46
WTH048489,Delhi,0.22,Medium,30
WTH048490,Pune,7.45,High,94
WTH048491,Ahmedabad,5.35,Low,11
WTH048492,Pune,3.66,Low,59
WTH048493,Ahmedabad,3.16,Medium,7
WTH048494,Ahmedabad,1.1,Low,55
WTH048495,Mumbai,0.25,Low,54
WTH048496,Ahmedabad,0.39,Low,21
WTH048497,Delhi,1.2,Low,21
WTH048498,Mumbai,5.46,High,95
WTH048499,Pune,2.42,High,93
WTH048500,Delhi,0.04,Low,42
WTH048501,Kolkata,0.11,Low,28
WTH048502,Chennai,0.56,Low,55
WTH048503,Pune,3.24,Low,36
WTH048504,Chennai,9.78,Low,6
WTH048505,Pune,2.02,Low,59
WTH048506,Hyderabad,0.58,Low,14
WTH048507,Ahmedabad,2.31,Low,9
WTH048508,Hyderabad,6.01,Low,30
WTH048509,Bangalore,2.19,Medium,16
WTH048510,Chennai,0.16,Low,48
WTH048511,Kolkata,0.91,Low,48
WTH048512,Kolkata,2.15,Medium,14
WTH048513,Pune,0.84,Low,11
WTH048514,Ahmedabad,0.59,Low,35
WTH048515,Delhi,2.53,Low,29
WTH048516,Kolkata,1.89,Medium,55
WTH048517,Ahmedabad,4.67,Medium,33
WTH048518,Hyderabad,4.95,Low,34
WTH048519,Ahmedabad,0.82,Low,30
WTH048520,Ahmedabad,2.94,Low,57
WTH048521,Kolkata,0.76,Low,57
WTH048522,Kolkata,3.4,Low,13
WTH048523,Ahmedabad,5.71,Medium,9
WTH048524,Pune,0.38,Low,44
WTH048525,Bangalore,1.99,Low,54
WTH048526,Chennai,9.08,Medium,22
WTH048527,Bangalore,0.51,Medium,40
WTH048528,Ahmedabad,3.22,Low,32
WTH048529,Ahmedabad,7.72,Low,19
WTH048530,Delhi,3.09,Medium,16
WTH048531,Kolkata,0.94,Low,32
WTH048532,Chennai,2.33,High,62
WTH048533,Kolkata,0.19,Medium,42
WTH048534,Chennai,10.06,High,82
WTH048535,Mumbai,0.67,Low,10
WTH048536,Hyderabad,0.95,Medium,27
WTH048537,Delhi,0.18,Low,50
WTH048538,Delhi,0.43,Low,29
WTH048539,Delhi,5.48,Medium,36
WTH048540,Ahmedabad,5.96,Medium,25
WTH048541,Pune,6.16,Medium,35
WTH048542,Bangalore,0.68,High,95
WTH048543,Delhi,0.28,Low,9
WTH048544,Pune,2.46,Low,11
WTH048545,Bangalore,1.7,Medium,37
WTH048546,Delhi,6.48,Medium,32
WTH048547,Chennai,1.01,High,98
WTH048548,Kolkata,1.33,Medium,31
WTH048549,Delhi,0.85,Low,45
WTH048550,Hyderabad,0.16,High,76
WTH048551,Kolkata,5.15,Low,27
WTH048552,Bangalore,6.58,High,80
WTH048553,Bangalore,10.3,Medium,43
WTH048554,Chennai,0.76,Low,43
WTH048555,Kolkata,0.0,Medium,17
WTH048556,Mumbai,3.47,Medium,36
WTH048557,Mumbai,0.1,Medium,55
WTH048558,Kolkata,0.69,Low,27
WTH048559,Bangalore,2.56,Medium,7
WTH048560,Ahmedabad,4.39,Low,23
WTH048561,Bangalore,2.83,Low,42
WTH048562,Mumbai,0.05,High,68
WTH048563,Kolkata,1.43,High,96
WTH048564,Mumbai,6.79,Low,44
WTH048565,Pune,2.27,Low,7
WTH048566,Ahmedabad,1.92,High,74
WTH048567,Bangalore,3.46,High,74
WTH048568,Pune,1.14,Low,24
WTH048569,Chennai,0.94,Medium,29
WTH048570,Hyderabad,2.84,Medium,23
WTH048571,Delhi,0.35,Medium,34
WTH048572,Bangalore,0.47,Medium,47
WTH048573,Bangalore,0.03,Low,26
WTH048574,Kolkata,1.25,Low,19
WTH048575,Ahmedabad,3.23,Low,44
WTH048576,Delhi,18.97,Low,51
WTH048577,Bangalore,4.29,Low,43
WTH048578,Delhi,1.3,Low,35
WTH048579,Mumbai,7.46,Low,20
WTH048580,Delhi,5.62,High,80
WTH048581,Mumbai,1.16,Medium,17
WTH048582,Ahmedabad,0.91,Low,49
WTH048583,Chennai,2.7,Low,18
WTH048584,Hyderabad,1.69,Low,47
WTH048585,Pune,2.5,Medium,45
WTH048586,Hyderabad,3.73,High,62
WTH048587,Bangalore,0.52,Low,48
WTH048588,Ahmedabad,13.0,Low,11
WTH048589,Pune,0.74,Low,40
WTH048590,Pune,4.01,Low,9
WTH048591,Ahmedabad,0.04,Low,17
WTH048592,Pune,4.49,Low,27
WTH048593,Ahmedabad,2.54,Medium,17
WTH048594,Delhi,8.72,Low,59
WTH048595,Kolkata,7.73,Medium,6
WTH048596,Ahmedabad,1.75,Low,26
WTH048597,Pune,2.97,Medium,7
WTH048598,Delhi,8.4,Low,58
WTH048599,Delhi,12.16,Medium,49
WTH048600,Chennai,1.76,Medium,34
WTH048601,Hyderabad,0.46,Low,35
WTH048602,Chennai,5.76,Low,5
WTH048603,Bangalore,0.35,Medium,36
WTH048604,Delhi,1.58,Medium,30
WTH048605,Delhi,0.97,Low,7
WTH048606,Mumbai,4.38,Medium,11
WTH048607,Chennai,0.91,Low,55
WTH048608,Delhi,0.04,Low,21
WTH048609,Chennai,1.62,Low,48
WTH048610,Mumbai,14.25,Low,45
WTH048611,Ahmedabad,0.32,Low,39
WTH048612,Kolkata,1.92,Medium,48
WTH048613,Mumbai,1.08,Low,41
WTH048614,Kolkata,2.33,Low,23
WTH048615,Chennai,1.71,Low,53
WTH048616,Hyderabad,6.48,Low,21
WTH048617,Chennai,0.68,Low,28
WTH048618,Bangalore,1.71,Medium,33
WTH048619,Delhi,4.97,Medium,30
WTH048620,Pune,1.52,Medium,43
WTH048621,Kolkata,5.09,Low,25
WTH048622,Chennai,3.34,Low,24
WTH048623,Delhi,2.66,Medium,24
WTH048624,Kolkata,2.02,Low,58
WTH048625,Ahmedabad,5.09,High,65
WTH048626,Kolkata,0.26,Low,25
WTH048627,Delhi,0.56,Medium,23
WTH048628,Pune,2.21,Low,24
WTH048629,Mumbai,1.9,Low,19
WTH048630,Mumbai,3.16,Low,35
WTH048631,Chennai,2.0,Low,52
WTH048632,Pune,6.92,Medium,6
WTH048633,Chennai,1.17,Low,5
WTH048634,Mumbai,0.75,High,91
WTH048635,Bangalore,0.31,Low,49
WTH048636,Ahmedabad,3.6,Low,41
WTH048637,Chennai,12.76,Low,37
WTH048638,Ahmedabad,11.6,High,72
WTH048639,Bangalore,8.33,High,98
WTH048640,Chennai,1.05,Low,52
WTH048641,Kolkata,0.3,High,93
WTH048642,Ahmedabad,4.74,Medium,48
WTH048643,Pune,3.2,Medium,26
WTH048644,Hyderabad,0.47,Medium,49
WTH048645,Chennai,5.6,Low,34
WTH048646,Delhi,0.38,Low,6
WTH048647,Delhi,1.77,High,64
WTH048648,Pune,0.42,Low,47
WTH048649,Bangalore,3.56,Low,57
WTH048650,Kolkata,1.2,Medium,25
WTH048651,Chennai,1.19,High,61
WTH048652,Ahmedabad,9.91,Low,34
WTH048653,Kolkata,0.56,Low,50
WTH048654,Hyderabad,4.69,Low,49
WTH048655,Bangalore,4.57,Low,5
WTH048656,Hyderabad,2.27,Medium,14
WTH048657,Pune,3.63,Low,42
WTH048658,Delhi,12.23,High,86
WTH048659,Chennai,0.64,Low,42
WTH048660,Kolkata,1.12,Low,45
WTH048661,Delhi,1.21,Low,56
WTH048662,Pune,5.65,Low,10
WTH048663,Pune,9.33,Low,42
WTH048664,Kolkata,3.85,Low,53
WTH048665,Mumbai,3.03,Low,23
WTH048666,Delhi,1.72,Low,31
WTH048667,Kolkata,2.92,Medium,8
WTH048668,Delhi,4.5,Low,45
WTH048669,Mumbai,1.75,Medium,18
WTH048670,Mumbai,2.85,Low,40
WTH048671,Ahmedabad,0.94,Low,43
WTH048672,Delhi,3.4,Low,46
WTH048673,Delhi,1.17,Low,56
WTH048674,Bangalore,1.46,Low,24
WTH048675,Bangalore,1.87,Low,22
WTH048676,Delhi,3.71,Low,55
WTH048677,Ahmedabad,0.31,Medium,35
WTH048678,Ahmedabad,1.24,Low,16
WTH048679,Kolkata,8.34,Low,19
WTH048680,Pune,2.92,Low,36
WTH048681,Kolkata,11.71,Medium,30
WTH048682,Hyderabad,4.96,Low,57
WTH048683,Mumbai,2.57,Low,26
WTH048684,Pune,1.57,Low,9
WTH048685,Bangalore,8.32,Medium,35
WTH048686,Ahmedabad,2.8,Medium,13
WTH048687,Kolkata,2.02,Medium,30
WTH048688,Mumbai,1.02,Medium,11
WTH048689,Ahmedabad,3.38,Low,28
WTH048690,Mumbai,0.94,Low,46
WTH048691,Hyderabad,0.23,Medium,5
WTH048692,Ahmedabad,1.73,Low,7
WTH048693,Chennai,2.56,Low,32
WTH048694,Delhi,0.89,Medium,49
WTH048695,Bangalore,1.23,High,69
WTH048696,Kolkata,0.17,Low,49
WTH048697,Pune,5.22,Low,42
WTH048698,Hyderabad,1.76,Low,41
WTH048699,Pune,8.23,Medium,43
WTH048700,Pune,4.44,Medium,37
WTH048701,Pune,0.4,Low,56
WTH048702,Chennai,0.86,Medium,40
WTH048703,Delhi,6.59,High,92
WTH048704,Chennai,2.94,Low,35
WTH048705,Pune,3.84,Low,49
WTH048706,Hyderabad,5.86,High,99
WTH048707,Chennai,5.85,Medium,34
WTH048708,Pune,3.15,Low,42
WTH048709,Delhi,8.07,Low,20
WTH048710,Delhi,3.52,Medium,50
WTH048711,Bangalore,1.37,Low,5
WTH048712,Chennai,2.3,Low,38
WTH048713,Kolkata,4.56,Low,45
WTH048714,Mumbai,1.35,Low,14
WTH048715,Delhi,2.41,Low,59
WTH048716,Mumbai,1.93,Medium,25
WTH048717,Hyderabad,3.22,Low,21
WTH048718,Bangalore,5.48,Medium,16
WTH048719,Kolkata,0.1,Medium,56
WTH048720,Ahmedabad,1.79,High,97
WTH048721,Delhi,4.42,Low,10
WTH048722,Mumbai,5.22,Low,8
WTH048723,Pune,9.08,Medium,13
WTH048724,Pune,1.21,Low,48
WTH048725,Delhi,0.55,Low,27
WTH048726,Bangalore,0.43,Low,13
WTH048727,Pune,3.76,Low,19
WTH048728,Kolkata,4.17,Low,52
WTH048729,Delhi,1.29,Medium,48
WTH048730,Pune,3.73,Low,49
WTH048731,Kolkata,1.54,Low,6
WTH048732,Mumbai,2.35,Low,12
WTH048733,Delhi,0.97,Medium,12
WTH048734,Pune,1.41,Medium,20
WTH048735,Hyderabad,5.61,Medium,57
WTH048736,Pune,1.0,Low,35
WTH048737,Mumbai,9.57,Low,49
WTH048738,Delhi,2.05,High,84
WTH048739,Kolkata,0.75,High,65
WTH048740,Bangalore,0.87,High,77
WTH048741,Mumbai,4.4,Medium,43
WTH048742,Hyderabad,3.31,Low,40
WTH048743,Pune,1.42,Low,19
WTH048744,Delhi,2.0,Medium,41
WTH048745,Hyderabad,2.71,Medium,5
WTH048746,Chennai,0.73,Medium,58
WTH048747,Pune,5.1,Low,55
WTH048748,Kolkata,4.54,Low,40
WTH048749,Bangalore,5.9,High,92
WTH048750,Pune,1.76,Low,55
WTH048751,Kolkata,5.83,Low,31
WTH048752,Kolkata,0.35,Medium,43
WTH048753,Delhi,3.5,Low,37
WTH048754,Ahmedabad,4.77,Low,21
WTH048755,Chennai,2.93,Low,58
WTH048756,Pune,0.42,Low,52
WTH048757,Ahmedabad,2.64,Medium,27
WTH048758,Delhi,2.7,Low,58
WTH048759,Chennai,2.11,Low,46
WTH048760,Chennai,2.76,Medium,40
WTH048761,Hyderabad,7.36,Medium,8
WTH048762,Mumbai,1.98,High,86
WTH048763,Ahmedabad,4.28,Low,8
WTH048764,Hyderabad,1.59,Medium,44
WTH048765,Kolkata,1.68,Low,13
WTH048766,Kolkata,0.39,Medium,44
WTH048767,Delhi,3.89,High,96
WTH048768,Hyderabad,1.43,Low,41
WTH048769,Delhi,0.09,Low,59
WTH048770,Ahmedabad,2.48,Medium,29
WTH048771,Delhi,5.51,Low,23
WTH048772,Bangalore,1.09,Low,58
WTH048773,Pune,3.67,Low,8
WTH048774,Bangalore,5.78,Low,24
WTH048775,Kolkata,0.41,Low,24
WTH048776,Ahmedabad,1.87,Low,59
WTH048777,Ahmedabad,0.97,Low,8
WTH048778,Bangalore,1.27,Medium,15
WTH048779,Chennai,2.25,High,82
WTH048780,Kolkata,10.33,Low,7
WTH048781,Pune,0.16,Medium,41
WTH048782,Bangalore,1.67,Low,5
WTH048783,Pune,5.75,Medium,46
WTH048784,Ahmedabad,0.88,Medium,19
WTH048785,Kolkata,11.17,High,82
WTH048786,Mumbai,2.3,Low,26
WTH048787,Mumbai,4.53,Medium,29
WTH048788,Delhi,2.05,High,77
WTH048789,Kolkata,3.33,Low,16
WTH048790,Hyderabad,4.12,Medium,24
WTH048791,Ahmedabad,3.09,Low,39
WTH048792,Mumbai,1.22,Medium,59
WTH048793,Pune,10.48,Low,52
WTH048794,Delhi,4.78,Low,58
WTH048795,Ahmedabad,1.1,Low,18
WTH048796,Hyderabad,2.56,Medium,7
WTH048797,Pune,0.69,Low,46
WTH048798,Ahmedabad,7.51,Low,57
WTH048799,Ahmedabad,1.34,Low,32
WTH048800,Hyderabad,5.23,Low,7
WTH048801,Ahmedabad,3.23,Low,13
WTH048802,Kolkata,3.09,Medium,44
WTH048803,Ahmedabad,5.35,Low,17
WTH048804,Chennai,0.67,Medium,52
WTH048805,Bangalore,0.27,Low,59
WTH048806,Bangalore,6.27,Medium,27
WTH048807,Hyderabad,2.07,Medium,20
WTH048808,Ahmedabad,1.28,Medium,51
WTH048809,Ahmedabad,2.04,Low,45
WTH048810,Ahmedabad,0.27,Low,46
WTH048811,Hyderabad,1.05,Low,46
WTH048812,Bangalore,0.74,Low,31
WTH048813,Ahmedabad,4.03,Low,55
WTH048814,Hyderabad,5.53,Low,17
WTH048815,Hyderabad,0.01,Low,58
WTH048816,Bangalore,3.87,Low,7
WTH048817,Bangalore,2.94,Medium,35
WTH048818,Kolkata,0.95,Low,8
WTH048819,Hyderabad,8.42,Low,12
WTH048820,Chennai,0.32,Low,39
WTH048821,Pune,0.7,Low,50
WTH048822,Mumbai,0.39,Medium,5
WTH048823,Bangalore,3.3,Low,5
WTH048824,Delhi,3.14,Low,14
WTH048825,Mumbai,1.54,Low,29
WTH048826,Chennai,4.26,Low,45
WTH048827,Kolkata,0.24,Low,37
WTH048828,Mumbai,0.35,Low,36
WTH048829,Pune,0.55,Low,52
WTH048830,Bangalore,3.22,Low,28
WTH048831,Kolkata,6.26,Medium,38
WTH048832,Hyderabad,5.28,High,68
WTH048833,Delhi,0.39,Medium,43
WTH048834,Ahmedabad,7.11,High,94
WTH048835,Delhi,2.69,High,66
WTH048836,Delhi,0.24,Medium,56
WTH048837,Pune,0.03,Medium,6
WTH048838,Hyderabad,1.37,Low,53
WTH048839,Kolkata,1.24,Medium,36
WTH048840,Chennai,0.48,High,60
WTH048841,Hyderabad,4.32,Medium,27
WTH048842,Mumbai,9.78,Low,36
WTH048843,Ahmedabad,2.17,Low,13
WTH048844,Kolkata,10.07,Low,14
WTH048845,Kolkata,1.52,Medium,58
WTH048846,Ahmedabad,3.06,High,72
WTH048847,Pune,0.69,Low,45
WTH048848,Delhi,2.86,Medium,50
WTH048849,Hyderabad,4.57,Low,38
WTH048850,Hyderabad,3.87,Low,38
WTH048851,Bangalore,2.84,Low,15
WTH048852,Chennai,5.06,Medium,13
WTH048853,Kolkata,7.09,Low,7
WTH048854,Delhi,0.05,Low,23
WTH048855,Delhi,6.28,Medium,44
WTH048856,Ahmedabad,4.56,Medium,30
WTH048857,Mumbai,1.46,Low,12
WTH048858,Kolkata,0.13,Medium,36
WTH048859,Ahmedabad,5.84,Medium,5
WTH048860,Bangalore,0.65,Low,48
WTH048861,Pune,3.22,Medium,20
WTH048862,Pune,0.67,High,80
WTH048863,Hyderabad,8.56,Low,57
WTH048864,Hyderabad,0.24,Low,11
WTH048865,Ahmedabad,1.91,Low,39
WTH048866,Bangalore,3.02,Medium,53
WTH048867,Bangalore,0.88,Low,52
WTH048868,Hyderabad,7.14,Low,33
WTH048869,Pune,1.76,Medium,6
WTH048870,Chennai,0.56,Low,26
WTH048871,Bangalore,12.66,High,88
WTH048872,Mumbai,9.02,Low,31
WTH048873,Kolkata,0.84,Low,44
WTH048874,Mumbai,10.58,Low,43
WTH048875,Ahmedabad,6.91,Low,36
WTH048876,Kolkata,3.86,Low,5
WTH048877,Pune,0.02,Low,50
WTH048878,Delhi,0.08,High,65
WTH048879,Hyderabad,3.3,Low,37
WTH048880,Chennai,5.52,Low,29
WTH048881,Chennai,10.13,High,90
WTH048882,Hyderabad,0.11,Low,45
WTH048883,Kolkata,0.61,Low,34
WTH048884,Hyderabad,4.36,Low,38
WTH048885,Pune,6.81,Low,41
WTH048886,Chennai,4.23,Low,6
WTH048887,Bangalore,0.34,High,80
WTH048888,Chennai,2.21,Low,48
WTH048889,Delhi,1.36,Medium,13
WTH048890,Delhi,3.68,Low,36
WTH048891,Mumbai,3.49,Low,30
WTH048892,Mumbai,2.1,Low,32
WTH048893,Kolkata,1.6,Low,38
WTH048894,Pune,1.06,Low,20
WTH048895,Ahmedabad,4.45,Low,58
WTH048896,Pune,4.87,Low,41
WTH048897,Chennai,2.45,Low,9
WTH048898,Delhi,1.64,High,60
WTH048899,Chennai,3.7,Medium,5
WTH048900,Mumbai,1.04,Low,37
WTH048901,Bangalore,10.1,Medium,49
WTH048902,Delhi,1.07,Medium,52
WTH048903,Mumbai,4.0,Low,41
WTH048904,Chennai,4.13,Low,13
WTH048905,Hyderabad,1.1,Low,19
WTH048906,Delhi,1.08,Medium,31
WTH048907,Bangalore,0.17,Medium,24
WTH048908,Bangalore,1.72,Low,12
WTH048909,Delhi,1.82,Low,13
WTH048910,Pune,5.61,Low,44
WTH048911,Kolkata,1.59,Low,53
WTH048912,Mumbai,5.7,High,69
WTH048913,Mumbai,1.21,Low,37
WTH048914,Ahmedabad,0.83,Medium,8
WTH048915,Ahmedabad,2.21,Low,26
WTH048916,Ahmedabad,2.2,Low,23
WTH048917,Ahmedabad,2.28,Low,50
WTH048918,Mumbai,0.28,Low,10
WTH048919,Bangalore,1.79,Low,9
WTH048920,Kolkata,0.77,Low,20
WTH048921,Kolkata,1.5,Low,45
WTH048922,Mumbai,1.83,Medium,51
WTH048923,Bangalore,2.71,Low,16
WTH048924,Kolkata,6.78,Low,38
WTH048925,Pune,2.32,High,66
WTH048926,Hyderabad,3.02,Low,22
WTH048927,Chennai,1.35,Medium,15
WTH048928,Chennai,0.3,Medium,37
WTH048929,Bangalore,0.52,Low,43
WTH048930,Mumbai,2.07,Low,47
WTH048931,Hyderabad,10.66,Medium,48
WTH048932,Kolkata,4.65,High,99
WTH048933,Hyderabad,5.27,Medium,46
WTH048934,Pune,1.45,Low,12
WTH048935,Ahmedabad,1.02,Medium,15
WTH048936,Chennai,3.38,Medium,21
WTH048937,Hyderabad,2.39,Medium,47
WTH048938,Ahmedabad,5.49,Low,29
WTH048939,Bangalore,0.29,High,77
WTH048940,Ahmedabad,1.5,Medium,36
WTH048941,Bangalore,3.03,Low,21
WTH048942,Bangalore,2.28,Low,49
WTH048943,Kolkata,7.02,Low,19
WTH048944,Delhi,1.41,Medium,13
WTH048945,Mumbai,1.67,Low,26
WTH048946,Kolkata,3.29,Low,58
WTH048947,Bangalore,4.4,Low,15
WTH048948,Chennai,4.45,Low,42
WTH048949,Delhi,1.32,Low,19
WTH048950,Ahmedabad,0.64,Low,24
WTH048951,Kolkata,14.01,Low,50
WTH048952,Mumbai,2.3,Low,37
WTH048953,Hyderabad,9.91,Low,16
WTH048954,Hyderabad,1.84,Medium,40
WTH048955,Pune,2.6,Medium,54
WTH048956,Delhi,2.46,Low,46
WTH048957,Bangalore,0.77,Low,30
WTH048958,Chennai,5.32,Low,53
WTH048959,Ahmedabad,3.14,Low,21
WTH048960,Kolkata,1.75,Low,45
WTH048961,Kolkata,1.67,Low,50
WTH048962,Pune,2.22,Low,49
WTH048963,Hyderabad,1.3,High,69
WTH048964,Bangalore,8.74,Low,39
WTH048965,Pune,5.87,Low,8
WTH048966,Hyderabad,3.85,Medium,47
WTH048967,Pune,5.4,Low,24
WTH048968,Delhi,2.54,Low,56
WTH048969,Mumbai,4.74,Low,18
WTH048970,Kolkata,0.39,Low,53
WTH048971,Mumbai,3.1,Medium,6
WTH048972,Pune,16.49,Low,8
WTH048973,Kolkata,8.06,Low,55
WTH048974,Ahmedabad,0.76,Low,59
WTH048975,Hyderabad,0.03,Low,52
WTH048976,Pune,0.22,Low,28
WTH048977,Ahmedabad,0.89,Low,14
WTH048978,Delhi,0.54,Medium,20
WTH048979,Bangalore,1.44,Medium,54
WTH048980,Kolkata,2.23,Low,54
WTH048981,Kolkata,4.05,Medium,54
WTH048982,Mumbai,0.1,Low,14
WTH048983,Bangalore,8.25,Low,42
WTH048984,Kolkata,1.22,Low,15
WTH048985,Ahmedabad,1.63,Low,20
WTH048986,Hyderabad,5.71,High,61
WTH048987,Kolkata,0.9,Low,39
WTH048988,Mumbai,6.79,Low,8
WTH048989,Delhi,4.67,Low,29
WTH048990,Chennai,2.07,Low,46
WTH048991,Mumbai,5.77,Low,59
WTH048992,Mumbai,0.76,Low,47
WTH048993,Pune,5.03,Low,46
WTH048994,Delhi,1.37,High,65
WTH048995,Pune,1.65,Medium,33
WTH048996,Chennai,0.06,Low,10
WTH048997,Pune,0.77,High,63
WTH048998,Ahmedabad,0.4,Low,49
WTH048999,Ahmedabad,5.89,Low,59
WTH049000,Chennai,2.07,Low,46
WTH049001,Mumbai,6.39,Low,46
WTH049002,Kolkata,0.58,Medium,20
WTH049003,Bangalore,2.05,Medium,15
WTH049004,Delhi,2.0,Low,22
WTH049005,Delhi,4.29,Medium,28
WTH049006,Hyderabad,0.17,Low,45
WTH049007,Pune,4.24,High,91
WTH049008,Chennai,0.91,Low,52
WTH049009,Chennai,1.05,Low,53
WTH049010,Mumbai,0.98,Low,24
WTH049011,Pune,3.87,Medium,36
WTH049012,Ahmedabad,7.71,Low,58
WTH049013,Mumbai,3.85,Low,47
WTH049014,Delhi,8.16,Low,59
WTH049015,Pune,21.45,Low,35
WTH049016,Ahmedabad,1.35,Low,28
WTH049017,Mumbai,2.67,High,62
WTH049018,Delhi,7.02,Low,34
WTH049019,Pune,0.28,Low,49
WTH049020,Hyderabad,4.99,Low,52
WTH049021,Kolkata,2.24,Medium,22
WTH049022,Ahmedabad,1.3,Low,24
WTH049023,Chennai,0.96,Low,47
WTH049024,Hyderabad,9.33,Low,16
WTH049025,Bangalore,0.59,Low,8
WTH049026,Chennai,2.17,Low,45
WTH049027,Hyderabad,1.68,Low,34
WTH049028,Delhi,0.72,Low,27
WTH049029,Bangalore,11.77,Medium,37
WTH049030,Mumbai,0.19,Low,42
WTH049031,Kolkata,0.96,Low,6
WTH049032,Bangalore,2.17,Low,21
WTH049033,Chennai,3.9,Low,49
WTH049034,Chennai,1.95,Low,54
WTH049035,Pune,1.09,Low,7
WTH049036,Ahmedabad,0.49,Low,11
WTH049037,Chennai,2.15,Medium,8
WTH049038,Delhi,1.0,Low,49
