resource_id,resource_type,vehicle_type,max_load_kg,emission_factor_gkm,area_familiarity_score,historical_success_rate
RES041907,Rider,Bike,13.34,62.33,33,0.77
RES041908,Rider,Truck,485.57,82.34,67,0.8
RES041909,Vehicle,Bike,499.52,146.72,92,0.95
RES041910,Vehicle,Bike,56.12,93.47,91,0.79
RES041911,Vehicle,Van,512.64,88.88,45,0.93
RES041912,Vehicle,Truck,120.28,246.37,86,0.79
RES041913,Rider,Van,177.01,136.36,33,0.98
RES041914,Rider,Bike,619.68,224.72,79,0.96
RES041915,Rider,Bike,636.45,161.86,67,0.87
RES041916,Rider,Bike,984.1,82.61,61,0.74
RES041917,Rider,Bike,623.89,225.75,71,0.94
RES041918,Vehicle,Truck,415.7,275.42,78,0.76
RES041919,Rider,Bike,776.16,294.37,40,0.9
RES041920,Vehicle,Truck,378.63,76.24,41,0.72
RES041921,Rider,Bike,223.4,121.82,67,0.74
RES041922,Rider,Bike,415.93,118.93,48,0.71
RES041923,Rider,Van,110.78,216.19,31,0.83
RES041924,Vehicle,Bike,165.29,143.21,41,0.74
RES041925,Rider,Truck,127.65,226.41,31,0.88
RES041926,Vehicle,Van,310.37,282.47,34,0.75
RES041927,Vehicle,Truck,6.33,240.51,61,0.82
RES041928,Vehicle,Truck,230.67,206.82,85,0.98
RES041929,Vehicle,Truck,161.02,195.46,81,0.83
RES041930,Vehicle,Van,28.12,326.01,50,0.78
RES041931,Rider,Van,56.26,205.54,90,0.73
RES041932,Vehicle,Truck,747.06,185.7,51,0.9
RES041933,Vehicle,Truck,895.62,345.07,41,0.98
RES041934,Vehicle,Van,858.92,198.61,47,0.89
RES041935,Rider,Bike,314.21,235.92,74,0.9
RES041936,Vehicle,Van,56.9,294.76,33,0.84
RES041937,Rider,Truck,281.09,238.91,44,0.93
RES041938,Vehicle,Bike,224.74,213.86,90,0.88
RES041939,Rider,Van,363.51,261.56,89,0.85
RES041940,Rider,Van,983.97,342.05,63,0.94
RES041941,Vehicle,Bike,301.64,317.45,33,0.74
RES041942,Vehicle,Van,883.96,313.9,37,0.92
RES041943,Rider,Van,78.11,107.66,99,0.75
RES041944,Rider,Van,666.33,128.22,66,0.95
RES041945,Rider,Van,20.89,155.96,86,0.96
RES041946,Vehicle,Van,604.66,327.71,81,0.86
RES041947,Vehicle,Bike,477.45,270.87,53,0.95
RES041948,Rider,Bike,532.07,80.1,47,0.95
RES041949,Rider,Van,756.59,226.65,83,0.86
RES041950,Rider,Van,164.04,345.66,93,0.96
RES041951,Vehicle,Bike,850.37,123.41,87,0.96
RES041952,Vehicle,Truck,824.79,219.29,51,0.82
RES041953,Rider,Van,459.14,105.78,92,0.93
RES041954,Vehicle,Truck,737.41,286.5,85,0.95
RES041955,Rider,Bike,192.16,209.27,30,0.91
RES041956,Vehicle,Van,831.07,295.45,71,0.81
RES041957,Vehicle,Bike,969.56,106.71,46,0.98
RES041958,Vehicle,Van,316.42,206.96,39,0.92
RES041959,Rider,Bike,572.43,178.63,90,0.85
RES041960,Vehicle,Bike,162.26,78.68,93,0.74
RES041961,Vehicle,Van,374.47,328.36,81,0.71
RES041962,Rider,Truck,171.32,169.6,93,0.97
RES041963,Rider,Van,826.69,294.66,31,0.8
RES041964,Rider,Van,537.71,257.4,99,0.81
RES041965,Vehicle,Bike,348.09,138.27,58,0.74
RES041966,Rider,Van,368.81,272.59,50,0.71
RES041967,Vehicle,Van,693.99,302.51,60,0.98
RES041968,Vehicle,Van,884.53,342.99,30,0.81
RES041969,Vehicle,Bike,308.24,343.34,67,0.76
RES041970,Vehicle,Van,439.97,60.14,75,0.72
RES041971,Rider,Truck,924.47,98.55,69,0.9
RES041972,Rider,Truck,193.58,89.65,79,0.82
RES041973,Vehicle,Van,926.78,222.15,74,0.81
RES041974,Vehicle,Van,326.59,268.03,88,0.92
RES041975,Rider,Truck,787.38,267.9,80,0.83
RES041976,Rider,Truck,674.68,82.11,36,0.7
RES041977,Rider,Van,212.56,215.67,63,0.82
RES041978,Rider,Bike,541.21,232.38,72,0.96
RES041979,Rider,Bike,977.37,275.11,91,0.92
RES041980,Vehicle,Truck,69.4,123.13,96,0.9
RES041981,Vehicle,Van,257.86,322.28,65,0.98
RES041982,Vehicle,Truck,914.51,201.35,99,0.88
RES041983,Rider,Truck,925.94,229.39,37,0.91
RES041984,Rider,Truck,209.06,171.04,46,0.89
RES041985,Vehicle,Van,697.13,289.47,92,0.94
RES041986,Rider,Van,35.72,320.56,94,0.73
RES041987,Vehicle,Truck,890.16,148.82,79,0.92
RES041988,Vehicle,Truck,283.33,103.34,31,0.76
RES041989,Vehicle,Truck,273.13,323.27,96,0.98
RES041990,Vehicle,Truck,244.31,251.55,98,0.97
RES041991,Vehicle,Truck,456.7,226.63,60,0.78
RES041992,Vehicle,Bike,413.18,294.77,48,0.9
RES041993,Rider,Van,445.07,314.68,79,0.77
RES041994,Vehicle,Van,468.7,109.15,67,0.92
RES041995,Vehicle,Truck,159.12,336.93,68,0.83
RES041996,Vehicle,Bike,597.42,60.09,39,0.74
RES041997,Vehicle,Truck,763.06,127.33,90,0.84
RES041998,Rider,Van,276.63,103.33,55,0.79
RES041999,Rider,Bike,815.12,193.25,30,0.74
RES042000,Rider,Truck,975.68,337.62,43,0.82
RES042001,Rider,Bike,952.24,345.56,40,0.93
RES042002,Rider,Van,431.69,215.9,73,0.91
RES042003,Vehicle,Bike,933.99,71.13,45,0.79
RES042004,Rider,Van,734.16,307.55,84,0.98
RES042005,Rider,Van,89.21,271.17,43,0.73
RES042006,Rider,Van,252.32,254.16,87,0.85
RES042007,Rider,Bike,641.64,113.68,87,0.9
RES042008,Vehicle,Truck,352.2,81.27,51,0.89
RES042009,Vehicle,Van,91.74,244.85,46,0.84
RES042010,Vehicle,Bike,712.47,181.51,41,0.74
RES042011,Vehicle,Truck,390.65,242.12,42,0.83
RES042012,Rider,Truck,272.37,312.48,44,0.73
RES042013,Vehicle,Truck,651.99,177.89,87,0.87
RES042014,Vehicle,Van,200.91,220.15,62,0.93
RES042015,Rider,Truck,264.2,341.99,76,0.8
RES042016,Rider,Truck,540.91,83.11,69,0.89
RES042017,Rider,Van,304.44,126.76,49,0.77
RES042018,Vehicle,Van,228.38,247.41,97,0.77
RES042019,Vehicle,Truck,271.42,196.69,86,0.97
RES042020,Vehicle,Truck,212.79,292.62,79,0.9
RES042021,Rider,Bike,476.79,290.53,89,0.77
RES042022,Vehicle,Truck,885.8,181.61,60,0.8
RES042023,Rider,Bike,401.98,323.52,51,0.92
RES042024,Rider,Bike,196.59,102.94,85,0.96
RES042025,Rider,Truck,737.29,111.22,51,0.82
RES042026,Rider,Van,827.01,269.59,73,0.93
RES042027,Vehicle,Van,105.62,117.99,59,0.97
RES042028,Vehicle,Truck,216.15,206.9,59,0.78
RES042029,Vehicle,Truck,587.5,301.68,96,0.81
RES042030,Vehicle,Truck,760.97,347.35,43,0.82
RES042031,Rider,Truck,471.96,303.39,87,0.82
RES042032,Vehicle,Bike,917.67,263.56,82,0.79
RES042033,Vehicle,Truck,502.26,237.22,98,0.73
RES042034,Rider,Bike,921.25,119.22,83,0.71
RES042035,Rider,Truck,54.08,100.94,99,0.81
RES042036,Vehicle,Truck,57.69,234.03,60,0.82
RES042037,Rider,Truck,188.48,153.04,53,0.89
RES042038,Rider,Truck,946.08,118.47,97,0.97
RES042039,Rider,Bike,337.96,242.42,32,0.8
RES042040,Rider,Van,982.15,310.52,39,0.82
RES042041,Rider,Bike,910.51,292.1,62,0.85
RES042042,Vehicle,Truck,317.11,207.19,99,0.7
RES042043,Rider,Truck,514.67,246.19,87,0.85
RES042044,Vehicle,Van,999.25,309.67,90,0.95
RES042045,Vehicle,Van,643.66,326.57,83,0.86
RES042046,Rider,Truck,490.24,294.41,90,0.88
RES042047,Vehicle,Van,924.72,153.79,66,0.92
RES042048,Rider,Bike,817.58,277.94,31,0.9
RES042049,Vehicle,Bike,67.74,197.2,53,0.74
RES042050,Vehicle,Van,459.45,335.0,58,0.79
RES042051,Vehicle,Truck,409.29,272.4,94,0.75
RES042052,Vehicle,Bike,68.0,261.93,66,0.77
RES042053,Rider,Truck,597.25,90.88,55,0.86
RES042054,Vehicle,Truck,368.37,185.5,44,0.91
RES042055,Vehicle,Van,997.45,302.9,83,0.78
RES042056,Rider,Van,701.02,102.82,73,0.85
RES042057,Rider,Truck,686.79,212.78,97,0.84
RES042058,Vehicle,Van,456.65,173.54,43,0.85
RES042059,Vehicle,Truck,317.4,291.42,47,0.84
RES042060,Rider,Bike,979.01,211.84,90,0.9
RES042061,Rider,Truck,64.87,294.27,80,0.93
RES042062,Rider,Van,269.34,226.43,44,0.82
RES042063,Vehicle,Truck,621.29,204.44,78,0.88
RES042064,Vehicle,Bike,772.96,91.45,75,0.7
RES042065,Vehicle,Bike,694.74,86.86,96,0.95
RES042066,Rider,Truck,310.15,348.67,72,0.9
RES042067,Vehicle,Van,226.14,62.64,45,0.7
RES042068,Rider,Truck,512.99,64.21,30,0.74
RES042069,Vehicle,Truck,390.62,222.22,86,0.76
RES042070,Vehicle,Truck,779.15,270.12,89,0.95
RES042071,Vehicle,Bike,652.01,260.73,91,0.81
RES042072,Rider,Bike,454.32,331.72,73,0.84
RES042073,Rider,Truck,906.97,164.9,68,0.96
RES042074,Vehicle,Van,11.83,252.7,62,0.88
RES042075,Vehicle,Van,689.53,124.45,97,0.97
RES042076,Rider,Bike,418.47,288.21,70,0.88
RES042077,Rider,Bike,840.6,180.35,82,0.86
RES042078,Vehicle,Bike,356.81,202.58,86,0.87
RES042079,Rider,Van,135.19,303.1,40,0.73
RES042080,Rider,Van,500.91,244.13,71,0.93
RES042081,Rider,Truck,163.89,273.43,90,0.79
RES042082,Rider,Van,275.02,332.5,78,0.76
RES042083,Vehicle,Bike,573.14,89.09,73,0.79
RES042084,Rider,Bike,438.21,154.73,69,0.95
RES042085,Rider,Bike,334.38,321.0,96,0.83
RES042086,Vehicle,Truck,909.76,325.29,41,0.89
RES042087,Vehicle,Van,305.38,210.49,72,0.93
RES042088,Vehicle,Bike,732.29,128.27,69,0.96
RES042089,Vehicle,Van,401.66,339.15,55,0.89
RES042090,Rider,Van,145.85,118.33,62,0.81
RES042091,Rider,Van,803.48,121.52,30,0.95
RES042092,Rider,Bike,692.19,121.82,84,0.88
RES042093,Vehicle,Van,924.02,66.13,86,0.93
RES042094,Vehicle,Truck,213.12,305.01,71,0.79
RES042095,Vehicle,Truck,569.41,347.77,37,0.87
RES042096,Vehicle,Van,630.2,186.51,41,0.86
RES042097,Vehicle,Bike,467.88,228.31,67,0.86
RES042098,Rider,Truck,479.18,85.01,30,0.82
RES042099,Vehicle,Truck,381.67,102.87,71,0.94
RES042100,Vehicle,Van,912.61,126.77,83,0.9
RES042101,Vehicle,Van,919.13,239.39,35,0.8
RES042102,Rider,Bike,99.66,76.67,83,0.77
RES042103,Rider,Truck,475.57,289.02,57,0.97
RES042104,Rider,Bike,557.49,273.61,54,0.75
RES042105,Vehicle,Truck,297.81,233.11,93,0.89
RES042106,Vehicle,Van,813.15,182.59,79,0.9
RES042107,Rider,Truck,47.27,88.07,95,0.73
RES042108,Rider,Truck,892.52,208.45,70,0.74
RES042109,Vehicle,Truck,900.18,70.79,79,0.79
RES042110,Vehicle,Truck,783.5,84.5,61,0.89
RES042111,Vehicle,Bike,84.6,325.26,31,0.89
RES042112,Vehicle,Bike,231.5,90.4,71,0.74
RES042113,Rider,Bike,216.14,93.53,37,0.76
RES042114,Vehicle,Bike,343.3,102.27,97,0.82
RES042115,Vehicle,Truck,327.64,306.88,73,0.92
RES042116,Rider,Bike,799.3,152.11,50,0.7
RES042117,Rider,Van,647.11,336.38,32,0.81
RES042118,Vehicle,Truck,49.16,333.86,99,0.86
RES042119,Rider,Truck,136.47,101.43,57,0.94
RES042120,Rider,Truck,217.42,183.49,96,0.76
RES042121,Rider,Truck,995.96,233.5,86,0.84
RES042122,Rider,Truck,572.42,173.62,30,0.92
RES042123,Vehicle,Bike,315.5,272.4,63,0.74
RES042124,Rider,Van,550.87,205.9,45,0.8
RES042125,Vehicle,Truck,547.44,107.33,83,0.8
RES042126,Rider,Van,189.61,110.41,85,0.88
RES042127,Vehicle,Van,275.91,190.52,81,0.93
RES042128,Vehicle,Truck,125.0,207.25,80,0.78
RES042129,Vehicle,Truck,209.39,90.97,45,0.85
RES042130,Rider,Truck,139.52,146.16,73,0.77
RES042131,Rider,Van,508.89,107.19,83,0.98
RES042132,Vehicle,Truck,270.19,87.05,64,0.78
RES042133,Rider,Van,941.57,107.77,63,0.96
RES042134,Vehicle,Bike,204.78,120.92,89,0.86
RES042135,Vehicle,Van,88.38,166.84,58,0.78
RES042136,Rider,Truck,74.54,99.19,82,0.81
RES042137,Rider,Bike,155.96,255.36,94,0.91
RES042138,Vehicle,Van,323.61,213.63,57,0.94
RES042139,Vehicle,Truck,56.56,280.09,33,0.83
RES042140,Vehicle,Van,395.46,102.31,44,0.76
RES042141,Vehicle,Van,446.29,301.71,97,0.86
RES042142,Vehicle,Truck,446.98,246.36,69,0.71
RES042143,Rider,Bike,64.57,162.81,67,0.72
RES042144,Rider,Bike,845.79,290.3,91,0.86
RES042145,Rider,Bike,7.48,144.78,88,0.73
RES042146,Rider,Bike,740.65,245.7,56,0.91
RES042147,Vehicle,Bike,26.35,170.14,84,0.92
RES042148,Vehicle,Van,126.68,97.34,76,0.91
RES042149,Vehicle,Truck,140.43,213.47,72,0.91
RES042150,Vehicle,Truck,586.68,148.45,53,0.84
RES042151,Rider,Bike,908.95,260.5,42,0.85
RES042152,Rider,Truck,55.72,341.39,44,0.82
RES042153,Rider,Truck,417.48,149.93,50,0.83
RES042154,Vehicle,Truck,69.81,290.44,48,0.97
RES042155,Vehicle,Truck,978.17,83.12,98,0.78
RES042156,Vehicle,Van,553.61,336.3,38,0.71
RES042157,Vehicle,Bike,427.48,188.32,77,0.8
RES042158,Rider,Bike,325.31,284.2,41,0.79
RES042159,Rider,Bike,61.98,217.75,64,0.9
RES042160,Vehicle,Truck,778.01,82.4,32,0.85
RES042161,Rider,Bike,806.49,304.99,35,0.87
RES042162,Rider,Truck,142.54,147.94,84,0.79
RES042163,Vehicle,Van,749.74,102.75,37,0.72
RES042164,Rider,Bike,832.3,215.0,89,0.77
RES042165,Vehicle,Van,440.87,345.66,71,0.84
RES042166,Vehicle,Van,248.89,330.34,63,0.96
RES042167,Vehicle,Bike,573.44,311.61,57,0.88
RES042168,Vehicle,Truck,827.81,111.01,67,0.91
RES042169,Rider,Truck,883.73,227.57,98,0.9
RES042170,Rider,Van,991.64,177.3,84,0.88
RES042171,Rider,Van,418.91,238.21,40,0.7
RES042172,Vehicle,Van,359.97,229.11,30,0.7
RES042173,Rider,Bike,631.75,131.49,63,0.94
RES042174,Vehicle,Van,564.98,74.61,30,0.91
RES042175,Vehicle,Van,912.32,251.89,87,0.79
RES042176,Vehicle,Truck,295.64,256.55,48,0.87
RES042177,Rider,Van,592.11,204.25,70,0.76
RES042178,Rider,Truck,881.27,75.98,58,0.79
RES042179,Vehicle,Truck,75.9,138.99,47,0.78
RES042180,Vehicle,Van,534.26,146.61,56,0.82
RES042181,Rider,Van,139.46,299.88,32,0.71
RES042182,Vehicle,Truck,115.95,131.77,96,0.84
RES042183,Rider,Bike,178.71,289.68,64,0.78
RES042184,Vehicle,Truck,699.39,273.15,66,0.72
RES042185,Vehicle,Van,184.43,157.82,49,0.89
RES042186,Rider,Truck,203.99,149.33,47,0.89
RES042187,Vehicle,Bike,271.36,312.7,56,0.72
RES042188,Vehicle,Truck,834.83,341.08,44,0.71
RES042189,Vehicle,Truck,857.12,214.62,40,0.81
RES042190,Rider,Bike,263.19,340.95,55,0.76
RES042191,Vehicle,Truck,464.7,256.81,32,0.92
RES042192,Rider,Bike,734.11,260.6,93,0.93
RES042193,Vehicle,Van,709.28,163.7,49,0.79
RES042194,Vehicle,Van,5.03,146.7,80,0.95
RES042195,Vehicle,Truck,918.19,226.95,72,0.95
RES042196,Vehicle,Truck,963.15,149.92,96,0.91
RES042197,Rider,Truck,792.07,163.64,97,0.86
RES042198,Rider,Truck,743.99,179.6,91,0.86
RES042199,Rider,Van,576.5,166.69,93,0.73
RES042200,Rider,Truck,474.55,278.85,80,0.8
RES042201,Rider,Truck,357.46,316.81,60,0.96
RES042202,Rider,Truck,356.11,138.45,47,0.83
RES042203,Vehicle,Bike,80.25,145.78,73,0.85
RES042204,Vehicle,Truck,673.61,167.32,51,0.88
RES042205,Vehicle,Truck,618.69,74.46,60,0.73
RES042206,Rider,Truck,730.61,175.61,36,0.78
RES042207,Rider,Van,268.29,303.61,77,0.98
RES042208,Vehicle,Bike,463.17,202.01,87,0.72
RES042209,Rider,Van,840.0,199.51,66,0.81
RES042210,Vehicle,Bike,342.58,145.9,53,0.83
RES042211,Vehicle,Bike,519.75,195.06,87,0.96
RES042212,Vehicle,Bike,705.86,183.6,94,0.89
RES042213,Rider,Van,906.76,63.32,30,0.72
RES042214,Vehicle,Van,147.82,178.65,81,0.83
RES042215,Rider,Bike,546.25,316.39,92,0.85
RES042216,Vehicle,Truck,643.14,79.03,68,0.98
RES042217,Rider,Van,422.43,295.45,54,0.85
RES042218,Vehicle,Truck,272.34,116.07,85,0.92
RES042219,Rider,Van,207.19,341.21,77,0.94
RES042220,Rider,Truck,338.17,116.98,61,0.8
RES042221,Rider,Bike,552.34,229.28,86,0.7
RES042222,Vehicle,Truck,810.57,294.69,68,0.96
RES042223,Rider,Truck,237.39,151.05,60,0.89
RES042224,Rider,Van,400.45,321.04,76,0.84
RES042225,Vehicle,Truck,470.25,293.68,61,0.8
RES042226,Vehicle,Van,334.24,235.59,60,0.94
RES042227,Rider,Truck,388.9,153.59,54,0.8
RES042228,Rider,Van,415.58,184.53,97,0.95
RES042229,Vehicle,Truck,844.98,161.58,65,0.78
RES042230,Rider,Van,995.34,248.77,51,0.74
RES042231,Vehicle,Bike,154.18,179.54,39,0.73
RES042232,Vehicle,Van,410.95,197.38,83,0.84
RES042233,Vehicle,Bike,446.66,124.93,64,0.78
RES042234,Rider,Van,343.78,234.5,83,0.87
RES042235,Vehicle,Bike,382.61,81.36,55,0.91
RES042236,Rider,Van,31.25,115.89,95,0.88
RES042237,Rider,Truck,710.3,157.2,78,0.74
RES042238,Vehicle,Van,784.46,251.31,71,0.74
RES042239,Vehicle,Van,114.29,175.15,76,0.76
RES042240,Rider,Van,153.41,217.77,87,0.83
RES042241,Vehicle,Bike,596.09,315.48,41,0.86
RES042242,Vehicle,Truck,397.58,348.86,98,0.77
RES042243,Rider,Truck,618.35,68.3,95,0.87
RES042244,Vehicle,Bike,359.31,174.22,85,0.96
RES042245,Rider,Bike,781.86,158.85,52,0.89
RES042246,Vehicle,Bike,473.94,348.53,67,0.71
RES042247,Rider,Truck,968.71,295.23,68,0.91
RES042248,Vehicle,Truck,474.63,295.08,99,0.9
RES042249,Rider,Truck,171.19,348.65,73,0.75
RES042250,Vehicle,Truck,557.13,333.57,73,0.96
RES042251,Vehicle,Truck,607.08,110.26,41,0.8
RES042252,Rider,Truck,550.69,280.55,50,0.8
RES042253,Vehicle,Bike,288.58,217.36,94,0.74
RES042254,Rider,Truck,633.38,348.98,30,0.91
RES042255,Rider,Van,290.57,262.26,70,0.88
RES042256,Vehicle,Truck,962.83,91.0,67,0.93
RES042257,Rider,Bike,71.54,160.95,83,0.74
RES042258,Rider,Bike,970.46,204.83,43,0.72
RES042259,Rider,Van,147.45,235.22,35,0.81
RES042260,Rider,Truck,964.32,143.63,97,0.81
RES042261,Vehicle,Van,645.91,206.68,38,0.92
RES042262,Vehicle,Van,100.38,254.21,97,0.76
RES042263,Vehicle,Van,7.2,233.81,86,0.96
RES042264,Rider,Bike,162.06,245.75,52,0.82
RES042265,Vehicle,Truck,107.91,328.93,32,0.88
RES042266,Rider,Truck,562.94,139.74,52,0.91
RES042267,Vehicle,Van,627.69,181.05,94,0.77
RES042268,Rider,Bike,173.73,159.48,41,0.95
RES042269,Rider,Van,409.99,229.36,81,0.93
RES042270,Rider,Truck,515.8,229.5,90,0.76
RES042271,Vehicle,Van,527.11,314.82,61,0.79
RES042272,Vehicle,Van,874.06,78.05,44,0.97
RES042273,Vehicle,Truck,712.31,264.54,45,0.87
RES042274,Rider,Van,94.98,246.96,60,0.81
RES042275,Vehicle,Truck,40.45,165.14,72,0.83
RES042276,Rider,Truck,593.08,147.79,74,0.77
RES042277,Vehicle,Truck,177.42,154.96,75,0.8
RES042278,Vehicle,Truck,623.76,210.05,94,0.87
RES042279,Rider,Van,727.48,185.5,69,0.84
RES042280,Vehicle,Bike,800.5,213.99,75,0.79
RES042281,Vehicle,Truck,888.47,316.17,84,0.86
RES042282,Vehicle,Truck,523.23,76.65,55,0.83
RES042283,Rider,Bike,770.69,235.09,46,0.93
RES042284,Rider,Van,974.2,291.74,89,0.78
RES042285,Rider,Van,731.0,102.44,85,0.75
RES042286,Vehicle,Van,290.69,91.17,55,0.91
RES042287,Rider,Van,343.65,80.53,65,0.7
RES042288,Rider,Van,25.01,304.38,30,0.79
RES042289,Rider,Bike,177.19,262.01,44,0.85
RES042290,Vehicle,Van,84.91,197.08,92,0.81
RES042291,Rider,Truck,665.85,342.39,53,0.86
RES042292,Rider,Truck,433.2,182.47,48,0.76
RES042293,Vehicle,Van,134.19,251.87,51,0.87
RES042294,Rider,Bike,982.01,264.15,30,0.76
RES042295,Vehicle,Bike,337.2,272.79,95,0.93
RES042296,Rider,Truck,331.11,142.83,50,0.74
RES042297,Vehicle,Van,664.03,209.72,34,0.87
RES042298,Vehicle,Bike,8.97,317.09,87,0.84
RES042299,Vehicle,Bike,97.71,177.64,58,0.74
RES042300,Rider,Van,923.03,345.14,95,0.92
RES042301,Rider,Bike,427.71,90.7,66,0.87
RES042302,Rider,Bike,292.99,92.0,62,0.87
RES042303,Rider,Truck,605.55,125.54,87,0.9
RES042304,Rider,Van,144.25,192.11,58,0.96
RES042305,Vehicle,Truck,84.45,233.43,37,0.84
RES042306,Vehicle,Bike,700.53,338.94,54,0.75
RES042307,Rider,Bike,877.98,72.0,68,0.78
RES042308,Rider,Truck,768.27,141.74,96,0.89
RES042309,Vehicle,Van,898.58,308.09,93,0.84
RES042310,Vehicle,Bike,790.04,177.75,67,0.94
RES042311,Rider,Van,512.33,285.27,37,0.75
RES042312,Vehicle,Truck,258.5,317.32,30,0.89
RES042313,Rider,Truck,637.51,177.29,43,0.79
RES042314,Rider,Truck,121.21,331.18,58,0.73
RES042315,Vehicle,Bike,418.0,95.83,99,0.92
RES042316,Vehicle,Bike,51.44,178.27,55,0.73
RES042317,Vehicle,Truck,6.31,72.03,95,0.78
RES042318,Vehicle,Van,248.21,107.58,49,0.86
RES042319,Vehicle,Truck,96.35,165.92,62,0.96
RES042320,Vehicle,Bike,322.71,349.44,75,0.8
RES042321,Rider,Truck,411.08,334.9,77,0.76
RES042322,Vehicle,Truck,200.01,228.82,73,0.94
RES042323,Vehicle,Bike,537.66,111.57,41,0.75
RES042324,Vehicle,Bike,156.11,302.42,98,0.72
RES042325,Rider,Van,458.24,181.07,82,0.76
RES042326,Vehicle,Van,384.44,205.58,92,0.84
RES042327,Rider,Van,625.51,137.97,66,0.87
RES042328,Vehicle,Van,327.14,333.74,56,0.8
RES042329,Rider,Bike,509.73,170.24,93,0.92
RES042330,Vehicle,Truck,281.96,225.75,70,0.92
RES042331,Vehicle,Bike,600.32,332.29,78,0.82
RES042332,Rider,Van,839.13,239.22,69,0.87
RES042333,Rider,Bike,245.16,210.12,59,0.81
RES042334,Rider,Bike,23.52,260.77,62,0.83
RES042335,Vehicle,Van,635.42,274.81,46,0.89
RES042336,Vehicle,Bike,718.68,261.65,97,0.79
RES042337,Vehicle,Van,511.26,225.62,90,0.96
RES042338,Rider,Bike,605.46,253.58,60,0.75
RES042339,Vehicle,Van,560.47,265.56,40,0.95
RES042340,Rider,Van,309.85,192.8,98,0.93
RES042341,Rider,Truck,416.83,133.09,33,0.71
RES042342,Rider,Bike,222.7,207.04,83,0.91
RES042343,Rider,Bike,91.58,77.98,95,0.82
RES042344,Vehicle,Bike,473.43,317.82,37,0.92
RES042345,Vehicle,Van,911.17,85.0,68,0.87
RES042346,Vehicle,Bike,62.99,264.15,66,0.84
RES042347,Rider,Truck,752.26,192.45,92,0.82
RES042348,Rider,Bike,704.05,273.56,45,0.74
RES042349,Rider,Bike,464.86,275.88,79,0.89
RES042350,Vehicle,Van,253.37,198.04,53,0.8
RES042351,Rider,Bike,140.17,289.99,43,0.77
RES042352,Rider,Van,384.75,331.34,35,0.72
RES042353,Vehicle,Bike,893.26,327.27,69,0.88
RES042354,Vehicle,Van,290.6,76.84,77,0.85
RES042355,Rider,Van,642.51,198.89,51,0.72
RES042356,Rider,Van,825.26,124.21,93,0.82
RES042357,Vehicle,Bike,409.61,270.63,41,0.93
RES042358,Vehicle,Van,263.31,185.4,75,0.76
RES042359,Rider,Van,564.17,249.84,92,0.89
RES042360,Vehicle,Van,377.22,239.58,43,0.97
RES042361,Vehicle,Bike,171.55,86.4,69,0.94
RES042362,Rider,Truck,618.77,256.08,44,0.86
RES042363,Vehicle,Bike,654.22,229.05,51,0.93
RES042364,Rider,Truck,610.86,69.57,32,0.89
RES042365,Vehicle,Bike,461.08,310.08,46,0.87
RES042366,Vehicle,Van,228.62,165.89,75,0.81
RES042367,Vehicle,Truck,768.87,285.72,48,0.77
RES042368,Rider,Bike,923.15,80.7,39,0.86
RES042369,Vehicle,Van,227.3,107.1,53,0.71
RES042370,Rider,Truck,531.83,60.69,86,0.89
RES042371,Vehicle,Van,948.99,255.81,60,0.72
RES042372,Rider,Truck,707.11,208.33,76,0.74
RES042373,Rider,Bike,496.03,335.3,50,0.78
RES042374,Rider,Truck,703.63,180.47,90,0.86
RES042375,Vehicle,Van,557.81,93.06,90,0.9
RES042376,Rider,Van,305.84,153.9,43,0.89
RES042377,Vehicle,Truck,285.1,64.53,76,0.98
RES042378,Vehicle,Truck,360.92,173.46,67,0.79
RES042379,Rider,Van,262.98,142.47,79,0.9
RES042380,Vehicle,Bike,730.01,65.38,30,0.8
RES042381,Rider,Bike,645.62,245.5,62,0.79
RES042382,Vehicle,Truck,463.48,304.5,34,0.77
RES042383,Rider,Bike,282.18,205.49,83,0.73
RES042384,Rider,Bike,445.43,151.22,50,0.9
RES042385,Vehicle,Bike,952.61,125.73,61,0.7
RES042386,Rider,Bike,316.36,112.94,98,0.86
RES042387,Rider,Bike,580.91,151.81,49,0.88
RES042388,Vehicle,Van,464.4,231.96,96,0.89
RES042389,Rider,Van,808.6,180.15,34,0.72
RES042390,Vehicle,Bike,376.73,159.75,46,0.77
RES042391,Rider,Bike,62.06,133.93,84,0.93
RES042392,Rider,Truck,334.29,120.03,88,0.77
RES042393,Vehicle,Truck,241.73,284.45,74,0.88
RES042394,Vehicle,Truck,87.93,117.13,76,0.71
RES042395,Rider,Bike,93.52,67.5,68,0.83
RES042396,Rider,Van,294.21,244.01,72,0.82
RES042397,Vehicle,Truck,419.85,288.73,75,0.93
RES042398,Rider,Van,206.83,195.38,34,0.78
RES042399,Vehicle,Van,429.8,126.37,87,0.88
RES042400,Rider,Bike,814.31,156.08,38,0.96
RES042401,Vehicle,Truck,851.5,83.42,47,0.84
RES042402,Vehicle,Truck,640.21,331.27,59,0.92
RES042403,Vehicle,Bike,238.25,341.88,97,0.93
RES042404,Vehicle,Van,891.16,306.43,41,0.89
RES042405,Rider,Bike,161.37,182.86,44,0.79
RES042406,Rider,Truck,801.24,322.01,69,0.88
RES042407,Vehicle,Bike,218.86,63.57,88,0.88
RES042408,Rider,Truck,582.22,342.68,34,0.81
RES042409,Vehicle,Truck,523.84,296.18,93,0.76
